stationNaptan,stationName,stopType,lat,lon,line
930GWWC,Woolwich Ferry North Pier,NaptanFerryPort,51.497768,0.060785,woolwich-ferry
930GWWS,Woolwich Ferry South Pier,NaptanFerryPort,51.495173,0.062094,woolwich-ferry
