IESSEXUP1,Upminster,,51.566601,0.2666,Error: Empty fields
IGREATER37,Lambeth,,51.434822,-0.131365,Error: Empty fields
ILONDONL10,Crofton Park,,51.450073,-0.032551,Error: Empty fields
