stationNaptan,stationName,stopType,lat,lon,line,wifi,zone,address
940GZZLUACY,Archway Underground Station,NaptanMetroStation,51.565478,-0.134819,northern,yes,2+3,"Archway Station,London Underground Ltd.,Junction Rd,London,N19 5RQ"
940GZZLUAGL,Angel Underground Station,NaptanMetroStation,51.532624,-0.105898,northern,yes,1,"Angel Station,London Underground Ltd.,City Rd,London,EC1V 1NE"
940GZZLUBLM,Balham Underground Station,NaptanMetroStation,51.443288,-0.152997,northern,yes,3,"Balham Underground Station,London Underground Ltd.,Balham High Rd,London,SW12 9BW"
940GZZLUBNK,Bank Underground Station,NaptanMetroStation,51.513356,-0.088899,northern,yes,1,"Bank/Monument Complex,London Underground Ltd.,Princes St,London,EC3V 3LA"
940GZZLUBOR,Borough Underground Station,NaptanMetroStation,51.501199,-0.09337,northern,yes,1,"Borough Station,London Underground Ltd.,Borough High St,London,SE1 1JX"
940GZZLUBTK,Burnt Oak Underground Station,NaptanMetroStation,51.602774,-0.264048,northern,yes,4,"Burnt Oak Station,London Underground Ltd.,Watling Avenue,Edgware,Middx,HA8 0LA"
940GZZLUBTX,Brent Cross Underground Station,NaptanMetroStation,51.57665,-0.213622,northern,yes,3,"Brent Cross Station,London Underground Ltd.,Highfield Avenue,London,NW11 9UA"
940GZZLUBZP,Belsize Park Underground Station,NaptanMetroStation,51.550311,-0.164648,northern,yes,2,"Belsize Park Station,London Underground Ltd.,Haverstock Hill,London,NW3 2AL"
940GZZLUCFM,Chalk Farm Underground Station,NaptanMetroStation,51.544118,-0.153388,northern,yes,2,"Chalk Farm Station,London Underground Ltd.,Adelaide Rd,London,NW3 2BP"
940GZZLUCHX,Charing Cross Underground Station,NaptanMetroStation,51.50741,-0.127277,northern,yes,1,"Charing Cross Underground Station,London Underground Ltd.,Trafalgar Square,London,WC2N 5DR"
940GZZLUCND,Colindale Underground Station,NaptanMetroStation,51.595424,-0.249919,northern,yes,4,"Colindale Station,London Underground Ltd.,Colindale Avenue,London,NW9 5HR"
940GZZLUCPC,Clapham Common Underground Station,NaptanMetroStation,51.461742,-0.138317,northern,yes,2,"Clapham Common Station,London Underground Ltd.,The Pavement,London,SW4 7AJ"
940GZZLUCPN,Clapham North Underground Station,NaptanMetroStation,51.465135,-0.130016,northern,yes,2,"Clapham North Station,London Underground Ltd.,Clapham High St,London,SW4 7TS"
940GZZLUCPS,Clapham South Underground Station,NaptanMetroStation,51.452654,-0.147582,northern,yes,2+3,"Clapham South Station,London Underground Ltd.,Balham Hill,London,SW12 9DU"
