id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,name,host name
4804718,10961046,Camden,51.52264253,-0.112015512,Entire home/apt,160,5,2,01/08/2015,1.33,2,326,Clerkenwell Pro Managed,Alice
4284756,8387816,Kensington and Chelsea,51.51849491,-0.204932746,Entire home/apt,150,1,18,01/08/2015,2.2,1,235,Bright Airy 2 Bed Apt Notting Hill,Victoria
381125,1412371,Kensington and Chelsea,51.49889101,-0.210854486,Entire home/apt,150,2,20,01/08/2015,1.86,2,303,2 BEDROOM FLAT HOLLAND PARK ,Herika
3327828,16802177,Hammersmith and Fulham,51.47257003,-0.187840475,Entire home/apt,149,2,15,01/08/2015,1.11,1,0,A home away from home in Fulham,William
3914486,5141032,Haringey,51.60096842,-0.131557858,Entire home/apt,145,2,5,01/08/2015,0.49,1,245,Victorian London House w Garden,NA
6620917,34653275,Westminster,51.53376035,-0.167149848,Entire home/apt,145,4,2,01/08/2015,1.33,1,57,Luxury apartment Regents Park,Nicola
1384575,1016331,Camden,51.53920478,-0.143062853,Entire home/apt,140,2,66,01/08/2015,2.58,8,303,Great Apartment in Camden Town,Kyle
1508737,4491665,Kensington and Chelsea,51.51984685,-0.209500345,Entire home/apt,140,3,22,01/08/2015,1.43,1,320,Stunning Notting Hill 1 bed flat,Suzy
558694,2747119,Lambeth,51.45269319,-0.140114422,Entire home/apt,140,4,36,01/08/2015,1.11,1,349,Beautiful flat overlooking Clapham,Clare Frances
6391074,6845065,Merton,51.41107607,-0.219471668,Entire home/apt,140,2,4,01/08/2015,2.03,3,253,Lovely artist house Wimbledon,Kerstin
4704462,3678992,Tower Hamlets,51.52105098,-0.037968465,Entire home/apt,135,1,8,01/08/2015,2.22,2,256,Spacious 2 bedroom Central,Neil
6472144,33433857,City of London,51.5173074,-0.110320748,Entire home/apt,135,1,4,01/08/2015,1.45,8,309, CL01 Flat in central location,Riccardo
2253191,11507095,Kensington and Chelsea,51.50909995,-0.206151766,Entire home/apt,135,2,11,01/08/2015,0.63,1,358,Victorian Notting Hill Holland Park,Lin
6178801,3954596,Hackney,51.56102166,-0.080358866,Entire home/apt,130,3,1,01/08/2015,0.88,1,305,Terraced House in heart of Stokey,Finn
6620095,13253279,Westminster,51.51617654,-0.192194804,Entire home/apt,130,2,2,01/08/2015,1.02,1,361,Beautiful 1 bed apt in Notting Hill,Angela
1936060,917888,City of London,51.51347869,-0.11005188,Entire home/apt,130,6,7,01/08/2015,1.71,1,59,Central 1 Bed Ideal for Explorers,Gigi
3227876,16325169,Wandsworth,51.44246877,-0.219071308,Entire home/apt,130,7,4,01/08/2015,0.3,1,362,Large appartment in SW19 London,Patrick
5587732,21083998,Camden,51.52198868,-0.138291025,Entire home/apt,129,3,2,01/08/2015,0.74,40,306,2Bedroom Londoner Apt City Centre,Willian
397981,856974,Tower Hamlets,51.49102996,-0.004714435,Entire home/apt,129,3,13,01/08/2015,0.36,12,318,Tranquil 2 Bed House In Docklands,Sol
4096314,21247337,Islington,51.52452915,-0.102982099,Entire home/apt,126,3,3,01/08/2015,0.34,1,334,Great space in heart of Clerkenwell,Hatty
6606624,8600442,Hackney,51.53895049,-0.055247384,Entire home/apt,125,2,2,01/08/2015,0.98,2,365,Bright home in the heart of Hackney,Shimmy
3183354,16139503,Westminster,51.51995522,-0.152940843,Entire home/apt,125,4,16,01/08/2015,1.09,1,321,Large 1 Bed Marylebone London W1 ,Elena
2021902,10094068,Kensington and Chelsea,51.51401168,-0.198102966,Entire home/apt,125,7,6,01/08/2015,0.3,1,365,Stunning Notting Hill Apartment,Chantelle
3400076,16280212,Kensington and Chelsea,51.48531946,-0.186148284,Entire home/apt,125,28,13,01/08/2015,1.11,2,361,Chelsea Double Bedroom with Balcony,NA
7148354,37434837,Westminster,51.4904431,-0.133944032,Entire home/apt,124,1,5,01/08/2015,3.19,1,0,Luxury portered Central London flat,Danial
4363447,7763796,Camden,51.53015507,-0.132195027,Entire home/apt,120,2,29,01/08/2015,2.99,7,315,Fabulous flat in Euston C,Emily
4323671,20859953,Westminster,51.52394858,-0.190736715,Entire home/apt,120,6,24,01/08/2015,2.54,1,203,Charming 2 bed flat in Maida Vale,Alessandra
1154402,6326700,Westminster,51.52394452,-0.189305626,Entire home/apt,120,4,64,01/08/2015,2.35,1,250,Peaceful beautiful right on Canal,Kate Jonathan
290657,1507452,Camden,51.5217104,-0.138077801,Entire home/apt,120,3,53,01/08/2015,1.18,1,337,Unique Cosy Apt Best location Wifi,Adriana
6533127,2393642,Camden,51.520932,-0.111278529,Entire home/apt,120,2,4,01/08/2015,1.56,1,19,1 BR w Rooftop in heart of London,Antonin
7395874,3398477,Hillingdon,51.5181749,-0.418367348,Entire home/apt,120,1,1,01/08/2015,0.88,3,365,3 bedroom apartment in West London,Dr P Sanehi
4756309,24543683,Southwark,51.49957017,-0.099490321,Entire home/apt,120,1,2,01/08/2015,0.9,1,249,Modern central London apartment ,Andreas
6997990,25632862,Tower Hamlets,51.49529466,-0.027605884,Entire home/apt,120,5,2,01/08/2015,1.09,1,360,Canary Wharf Direct River Views,Nigel
714723,3373659,Tower Hamlets,51.5107193,-0.061909869,Entire home/apt,115,4,75,01/08/2015,2.18,1,232,2 Bed Garden Flat near Tower Bridge,Carolyn
1296817,4277468,Kensington and Chelsea,51.5081621,-0.198569121,Entire home/apt,113,2,76,01/08/2015,2.93,3,331,Notting Hill Kensington Portobello,Nargess
5063996,6209144,Haringey,51.57787873,-0.12446921,Entire home/apt,110,3,4,01/08/2015,0.81,1,16,Victorian family home n8,NA
1899554,9462370,Islington,51.54399472,-0.109030807,Entire home/apt,110,6,18,01/08/2015,0.85,1,323,Luxury apartment Islington,Fulvia
5757452,29866926,Kensington and Chelsea,51.4798733,-0.182416459,Entire home/apt,105,1,3,01/08/2015,1.48,1,140,1 bed flat moments from Kings Road,Rebecca
3072715,4326078,Tower Hamlets,51.52260031,-0.073269292,Entire home/apt,103,3,8,01/08/2015,0.55,1,342,Cosy 1 bedroom flat in the city,Damien
4902802,25092316,Westminster,51.51120529,-0.127770984,Private room,100,1,2,01/08/2015,0.92,1,357,Great Location in Central London ,Alexander
3278851,16573759,Hackney,51.52189813,-0.082700775,Entire home/apt,100,5,12,01/08/2015,0.88,1,301,Large one bedroom warehouse flat,Vicen 
5741196,29777067,Southwark,51.48705566,-0.098300974,Entire home/apt,100,1,8,01/08/2015,2.03,1,302,Lovely Flat Central London,Sandra
5208910,12752711,Tower Hamlets,51.52618182,-0.027993545,Entire home/apt,99,2,7,01/08/2015,2.39,82,5,Charming apartment Mile End SCL ,Emran
6447487,24871526,Redbridge,51.58951636,0.030845909,Entire home/apt,98,5,1,01/08/2015,0.88,1,5,Lovely spacious 4 bed London home,Rebecca
1354697,7352656,Southwark,51.50631618,-0.102695115,Entire home/apt,95,3,11,01/08/2015,0.54,1,353,Tate Modern Thames Center London,Jason
681690,871053,Lambeth,51.42303333,-0.130179309,Entire home/apt,95,3,8,01/08/2015,0.23,3,292,ASTONISHING LONDON 2 BED APARTMENT,Doreen
6675724,33825279,Greenwich,51.4823829,-0.015307551,Entire home/apt,90,6,1,01/08/2015,0.88,1,315,Greenwich riverside apartment for 2,Sean
101083,530117,Lambeth,51.47828337,-0.129442584,Entire home/apt,90,2,50,01/08/2015,0.95,1,260,FANTASTIC MODERN IN CENTRAL LONDON,Robert
6663354,34880454,Lambeth,51.41437034,-0.141539196,Entire home/apt,90,1,1,01/08/2015,0.88,1,41,3 bedroom house to rent,Oana
3396640,17033825,Hackney,51.54832929,-0.073588735,Entire home/apt,89,1,12,01/08/2015,0.86,1,252,Cozy flat with fabulous garden,Chiara
5606925,15786011,Southwark,51.451338,-0.094437577,Entire home/apt,89,3,12,01/08/2015,2.69,1,300,Wonderful house near Central London,Jaime
172629,471088,Kensington and Chelsea,51.49460044,-0.194412713,Private room,85,2,15,01/08/2015,0.64,2,363,Private room in Kensington,Anthony
3800604,1849821,Westminster,51.51024149,-0.13520141,Entire home/apt,85,2,31,01/08/2015,2.68,1,334,Great Studio in Picadilly Soho,Daniel
2860059,5358475,Southwark,51.48478722,-0.095727118,Entire home/apt,85,7,22,01/08/2015,1.44,1,250,Modern 1 bd flat with parking,Karen Vaughan
1131188,5134196,Hackney,51.54810163,-0.051318148,Entire home/apt,84,2,31,01/08/2015,1.18,1,25,Lovely flat in the heart of Hackney,Zeke
34575,149266,Islington,51.54092843,-0.119199566,Entire home/apt,80,1,13,01/08/2015,0.49,1,305,Large King s Cross flat zone 1 ,Mish
5130797,6144655,Hammersmith and Fulham,51.50265745,-0.23234104,Entire home/apt,80,2,7,01/08/2015,2.19,3,312,Charming studio Apartment Westfield,Zoe
7283881,38142089,Hammersmith and Fulham,51.5014723,-0.216626921,Entire home/apt,80,4,1,01/08/2015,0.88,1,27,Great West Kensington One Bed,Kate
5035645,16280212,Kensington and Chelsea,51.49754492,-0.208324469,Entire home/apt,80,28,11,01/08/2015,1.75,2,360,Kensington New 1 Double Bed ,NA
5663445,29359519,Hackney,51.52896942,-0.087728448,Private room,78,1,3,01/08/2015,1.91,1,359,COZY CHARMING ROOM IN OLD STREET,Jose
7336533,9706732,Richmond upon Thames,51.46132139,-0.301524294,Entire home/apt,78,1,1,01/08/2015,0.88,1,25,Beautiful flat in Richmond London ,Vito
128584,502491,Tower Hamlets,51.52775957,-0.062655284,Private room,75,2,52,01/08/2015,1.02,2,365,Large ensuite bedroom with balcony,Julie
4670764,20222648,Camden,51.52342773,-0.127111964,Private room,75,1,3,01/08/2015,0.35,2,123,Large Bedroom Gym Sauna Hot tub ,Leopold
2985664,15224650,Islington,51.54873623,-0.086346293,Entire home/apt,75,2,7,01/08/2015,0.86,1,352,Charming apartment in Islington,Tom
455758,1959028,Hounslow,51.46996247,-0.357680386,Entire home/apt,75,1,1,01/08/2015,0.88,1,365,Entire Contemporary Flat Only For U,Dee
7228497,37847564,Wandsworth,51.45663898,-0.18444887,Entire home/apt,75,1,1,01/08/2015,0.88,1,346,One bed Flat Wandsworth Town,Craig
6830389,19504067,Brent,51.54032505,-0.244652881,Entire home/apt,72,2,1,01/08/2015,0.88,1,39,A beautiful 2BR house with garden,Alicja
1029385,440688,Islington,51.5415869,-0.120366226,Private room,71,2,43,01/08/2015,1.52,1,329,Double Modern King s Cross Bedroom,Kieran Emily
605854,2828479,Hackney,51.55308318,-0.055708449,Entire home/apt,70,7,10,01/08/2015,0.49,2,114,Cute Hackney one bed warehouse flat,Simon
5240830,24391261,Hackney,51.55225262,-0.070905016,Entire home/apt,70,5,1,01/08/2015,0.88,1,244,Spacious contemporary artists flat,James
5341686,16427016,Westminster,51.52376988,-0.176860807,Entire home/apt,70,2,16,01/08/2015,2.89,10,358,1 bed little Venice sleeps 3,Michaal
1305258,5333959,Southwark,51.49765774,-0.08212063,Entire home/apt,70,7,12,01/08/2015,0.53,1,0,Central Arty Cosy Zone 1,Lisa
6181432,14834560,Hackney,51.53002459,-0.079072775,Private room,69,2,8,01/08/2015,2.64,2,193,Comfortable bed great location,Lisa
4666557,24144316,Lambeth,51.502383,-0.118370035,Private room,68,1,3,01/08/2015,2,1,25,london eye apartment with gym pool,Wei
2395169,12235405,Wandsworth,51.46271857,-0.15940585,Private room,65,1,12,01/08/2015,0.77,1,365,Clapham Junction private room,Emily
3825844,1864158,Hounslow,51.49597182,-0.297382015,Entire home/apt,65,1,19,01/08/2015,1.68,3,333,Great Studio Flat Overlooking Gunne,Bernadette
1707040,9007604,Lambeth,51.43745003,-0.095689309,Entire home/apt,65,20,7,01/08/2015,0.31,1,314,Entire Apartment Dulwich,Marcus
5489274,21082649,Waltham Forest,51.58517808,-0.009099781,Private room,60,1,6,01/08/2015,1.25,1,340,Walthamstow Village haven,Iwona
6736935,35221225,Camden,51.52489525,-0.136052221,Private room,60,1,1,01/08/2015,0.88,1,64,Beautiful flat in central London,Gemma
1557154,8289115,Tower Hamlets,51.52100545,-0.072765546,Private room,60,2,11,01/08/2015,0.46,2,335,Private Room in Flat in Brick Lane,Ben And Chavala
7306882,6598243,Camden,51.51977552,-0.117185474,Private room,60,1,1,01/08/2015,0.88,1,22,Private room London,Jaala
3327563,9103923,Kensington and Chelsea,51.51708319,-0.210932858,Private room,60,3,16,01/08/2015,1.12,6,144,Double Room in London Portobello,Massimo
3288062,15415133,Wandsworth,51.46251859,-0.210308111,Private room,60,2,3,01/08/2015,0.27,2,365,Lovely Double Bedroom in Putney,Miranda
3202132,445273,Lambeth,51.46062339,-0.114621937,Entire home/apt,60,2,45,01/08/2015,3.02,8,293,Stylish Studio B in Buzzing Brixton,April
353633,1790951,Ealing,51.50782362,-0.285802972,Private room,59,3,5,01/08/2015,0.13,12,217,London Ealing Boutique Garden Room,Bert
7145450,2539752,Tower Hamlets,51.51938354,-0.06964309,Private room,58,1,4,01/08/2015,2.26,6,305,Top Quality Super Locale Trendy ,Peter
7554215,39594386,Southwark,51.50263118,-0.101848207,Private room,56,2,1,01/08/2015,0.88,1,21,Zone 1 Central Double bed Studio,Tony
7355237,38539307,Hackney,51.53882929,-0.050717128,Private room,55,1,1,01/08/2015,0.88,1,365,Lovely Loft room with own bathroom,Alyson
2751973,8171077,Westminster,51.52441681,-0.204092637,Private room,55,1,2,01/08/2015,0.15,1,36,Lovely room close to Notting Hill,Petra
5386278,27921503,Southwark,51.49517082,-0.034391295,Private room,55,1,4,01/08/2015,0.92,5,365,Large Ensuite Bedroom Canada Water,Alex
7243820,30929979,Hammersmith and Fulham,51.49160673,-0.229567712,Private room,55,1,3,01/08/2015,1.67,1,341,Spacious Double room GREAT LOCATION,John
6475256,26294026,Lambeth,51.47956526,-0.109376359,Private room,55,1,2,01/08/2015,0.91,1,79,The Oval 2min walk from tube,Shannon
5203090,14183645,Lambeth,51.50548841,-0.110612771,Private room,54,2,51,01/08/2015,7.69,2,318,40 COMFORT ROOM CENTRE LONDON,Ann
7316932,37665895,Westminster,51.49019863,-0.134187835,Private room,54,4,1,01/08/2015,0.88,1,365,room very central 2min to Pimlico,Tatiana
3097870,15753501,Southwark,51.4993023,-0.067954361,Private room,50,2,24,01/08/2015,1.58,1,333,Cozy double room near Tower Bridge,Stephan
529790,2602892,Hounslow,51.4880801,-0.294971767,Private room,50,2,30,01/08/2015,0.97,1,242,Riverside room Nr Kew Lon LHR,NA
7252164,37312314,Kensington and Chelsea,51.48684796,-0.180363335,Private room,50,2,1,01/08/2015,0.88,1,108,Great room in the heart of Chelsea,Simon
7521710,10372762,Ealing,51.50678782,-0.26632542,Entire home/apt,50,1,2,01/08/2015,1.67,1,26,Garden flat in Acton close to tube,Rosie
5990442,14924010,Westminster,51.49231163,-0.141132421,Private room,49,3,13,01/08/2015,2.98,11,162,Double Room near Buckingham Palace,Jen
41509,181028,Hounslow,51.49156665,-0.256000208,Private room,49,1,30,01/08/2015,0.58,1,365,Room in maisonette in chiswick,NA
195738,952006,Camden,51.54927486,-0.133069462,Private room,48,3,39,01/08/2015,0.87,1,278,Colourful Camden Apartment ,NA
6704771,35097243,Wandsworth,51.44281598,-0.209933565,Private room,48,1,5,01/08/2015,2.38,1,173,Room in a great location in London,Vitoria
2043971,10481287,Tower Hamlets,51.51555751,-0.064414556,Private room,47,2,7,01/08/2015,0.35,3,252,2ble room own bathroom Central,Sara
7187738,23234040,Kensington and Chelsea,51.49729257,-0.192326333,Private room,47,1,7,01/08/2015,4.29,11,61,Stunning room heart of Kensington,Celia
356073,862386,Newham,51.52076825,0.024790497,Private room,45,2,43,01/08/2015,1.05,2,357,Loft for rent in Victorian house,Veneranda And Leo
2528000,9103923,Kensington and Chelsea,51.51605428,-0.210082484,Private room,45,1,4,01/08/2015,0.29,6,128,Single Room in London Portobello,Massimo
1055298,5811755,Richmond upon Thames,51.44234732,-0.33597478,Private room,45,1,24,01/08/2015,0.94,1,347,Friendly House good conversation,NA
626038,3106926,Tower Hamlets,51.51604092,-0.017796788,Entire home/apt,45,2,31,01/08/2015,0.87,1,241,DESIGNERS working studio flat,Omar
3730481,3488786,Islington,51.52760179,-0.096952555,Private room,44,1,60,01/08/2015,4.65,6,330,Double Room in Central London,Oliver
7230707,9045869,Tower Hamlets,51.5179579,-0.02328607,Shared room,43,1,3,01/08/2015,1.88,1,113,Amazing Private Living Room ,Ivet
4103134,5924909,Haringey,51.58883247,-0.156532905,Private room,42,2,12,01/08/2015,1.04,1,316,Light and Spacious Double Room,NA
3867360,2853267,Hackney,51.53609007,-0.083110606,Private room,42,2,22,01/08/2015,1.98,1,349,Single room in Shoreditch ,Denis
4901901,13557337,Tower Hamlets,51.52786402,-0.059533118,Private room,42,1,5,01/08/2015,0.84,20,361,57 2 Twin room ZONE 2 ,David And Helen
7105924,37204337,Hackney,51.54795119,-0.052274473,Private room,40,1,1,01/08/2015,0.88,1,37,Cosy modern barn in Hackney Central,Alex
6971767,15095460,Tower Hamlets,51.52769192,-0.059096965,Private room,40,3,1,01/08/2015,0.88,1,45,Bethnal Green Bright double room,Libby
3818981,19791905,Tower Hamlets,51.52063909,-0.065170078,Private room,40,2,6,01/08/2015,0.66,2,261,In the heart of the Trendy East End,Alan Tim
2460140,12578762,Kensington and Chelsea,51.51291035,-0.211531443,Private room,40,1,8,01/08/2015,0.65,1,365,Cosy double bedroom Portobello ,Sami
728066,2432858,Southwark,51.50031811,-0.101030568,Private room,40,1,40,01/08/2015,1.4,8,341,Zone 1 SINGLE with en suite FHe,Joe
1647898,8086685,Southwark,51.49206528,-0.095001257,Private room,40,2,17,01/08/2015,0.76,3,173,Petite room in a charming flat,Dan
1181469,6463415,Lewisham,51.46851535,-0.051384477,Private room,40,2,15,01/08/2015,0.56,1,275,Light spacious cozy double room,Becky
5722649,26219043,Wandsworth,51.44245544,-0.204445946,Private room,40,1,20,01/08/2015,3.87,2,334,Double room near Wimbledon Tennis,Prabha
5867329,5828712,Croydon,51.41936125,-0.082135211,Private room,40,1,3,01/08/2015,1.34,1,360,Room with a view in Crystal Palace,Andrea
2265139,7143049,Lambeth,51.46278679,-0.138660921,Private room,39,2,17,01/08/2015,0.92,5,345,Single Room in Clapham Old Town SW4,Annie
6872716,36018823,Lambeth,51.42479326,-0.12169467,Private room,38,2,1,01/08/2015,0.88,3,310,CENTRAL LONDON FAST AND EASY,Ann
4529881,20562776,Hackney,51.55552857,-0.047592473,Private room,37,1,7,01/08/2015,2.16,5,336,Big charming double room in zone 2,Eliana
7469544,1674188,Camden,51.52698665,-0.138963656,Private room,36,1,1,01/08/2015,0.88,16,18,Britannia Schafer Dorm Rooms,Jade
442999,2201425,Lambeth,51.44406563,-0.105697108,Private room,36,1,36,01/08/2015,0.9,1,262,Cosy Room London well connected Z 2,Yoko
391549,1958273,Hounslow,51.47641385,-0.395491595,Shared room,35,1,41,01/08/2015,1.06,1,365,Double sofa bed in Lounge London,Mandeep
5585462,7667095,Tower Hamlets,51.53053295,-0.058922545,Private room,35,4,1,01/08/2015,0.88,1,309,Lovely room in East London,Charlotte
6479246,33846142,Lambeth,51.47599368,-0.113534728,Private room,35,2,7,01/08/2015,2.59,1,64,Spacious Double Bedroom Zone 2 ,Benno
5724600,7928577,Lewisham,51.47226259,-0.035992174,Private room,35,3,1,01/08/2015,0.88,1,140,Holidays in London,Giulia
2913130,11757735,Lewisham,51.43102091,-0.071731483,Private room,35,2,37,01/08/2015,2.34,1,0,Private room,NA
7173624,20179517,Tower Hamlets,51.51651572,-0.048515967,Private room,34,2,2,01/08/2015,1.67,1,33,Short let in in East London,Camilla
5824990,29954792,Tower Hamlets,51.51149623,-0.05959371,Private room,33,7,2,01/08/2015,0.43,1,132,Double room for single use ,Octavian
3863831,1451718,Lewisham,51.47221553,-0.027035154,Private room,33,1,21,01/08/2015,1.76,59,320,One Stop to London Bridge CUB ,Sidney
5622196,5981843,Hackney,51.55536817,-0.074284352,Private room,30,1,3,01/08/2015,0.63,1,96,Big light dbl in Stoke Newington,Madeleine
6535513,3710818,Hackney,51.55431441,-0.05828653,Private room,30,1,3,01/08/2015,1.58,1,358,Nice double room in Hackney s heart,Pablo
4128842,10321003,Camden,51.54430364,-0.128785327,Private room,30,2,40,01/08/2015,3.6,1,335,SINGLE ROOM STUDENT HOUSE CAMDEN ,Vivian Alex
4901994,13557337,Tower Hamlets,51.5285087,-0.05844468,Private room,30,1,11,01/08/2015,1.65,20,359,57 4 Double Twin room ZONE 2 ,David And Helen
370824,1620606,Lambeth,51.44036389,-0.133694995,Private room,30,2,85,01/08/2015,2.03,3,346,Sunny single room in South London,Shirley
371977,1865217,Southwark,51.47421689,-0.092276309,Private room,29,2,76,01/08/2015,1.81,2,307,Single room near central london,Nicolas
4466027,1629211,Lambeth,51.43613151,-0.109932752,Private room,29,1,25,01/08/2015,2.71,1,361,Single room in cosy attic flat,Barbara
1714951,6141620,Lambeth,51.48191958,-0.126894991,Private room,27,2,10,01/08/2015,0.82,18,312,Cozy Single room in central London,Manuela
3558597,2155256,Wandsworth,51.44382872,-0.217817801,Private room,27,1,16,01/08/2015,1.16,2,336,Cheap And Comfy Room,Rafal
5204714,9224272,Tower Hamlets,51.51871079,-0.068875848,Private room,25,3,18,01/08/2015,2.61,14,252,Room Brick Lane Shoreditch CK5,Aneela
738251,3586964,Bexley,51.49714275,0.157126618,Private room,25,1,4,01/08/2015,0.19,1,317,LOVELY Apartment Flat by London,NA
7040807,28650375,Tower Hamlets,51.48800778,-0.019687482,Shared room,23,1,1,01/08/2015,0.88,7,61,Couch Surfing in Canary Wharf,Hugh
5381954,15547520,Barnet,51.6130267,-0.280622822,Shared room,15,1,4,01/08/2015,0.83,4,365,Edgware Shared Dorm Bed ,Chad
5557342,28750646,Hammersmith and Fulham,51.48025609,-0.204422955,Entire home/apt,386,3,1,31/07/2015,0.86,14,252, Large modern three bedroom family ,Emily
1043929,5733168,Kensington and Chelsea,51.49109228,-0.161909966,Entire home/apt,275,2,12,31/07/2015,0.42,2,318,Luxurious studio best address,Mar
7234061,8235618,Kensington and Chelsea,51.51075261,-0.20568791,Entire home/apt,250,2,1,31/07/2015,0.86,1,199,nottinghill flat withprivate garden,Gry
390881,1954988,Merton,51.41466255,-0.234431258,Entire home/apt,240,7,1,31/07/2015,0.86,1,309,Wimbledon 4 bed house with views,Dianne
2782553,3549843,Westminster,51.51082126,-0.135697384,Entire home/apt,225,1,21,31/07/2015,1.28,5,350,Perfect Piccadilly Penthouse ,Ben
6822660,4608727,Islington,51.56195755,-0.13769427,Entire home/apt,210,2,2,31/07/2015,1.22,4,26,3 rm flat Tufnell Pk North London,Clare
3791358,18435195,Westminster,51.52495245,-0.188300926,Entire home/apt,200,2,52,31/07/2015,4.14,2,130,Big Apartment in Little Venice ,Trine Tim
76932,196620,Westminster,51.52487718,-0.184631063,Entire home/apt,200,3,13,31/07/2015,0.31,3,357,VACATIONS HOLIDAYS IN LONDON ,Fay
3891491,16427016,Westminster,51.51364898,-0.168308661,Entire home/apt,200,2,15,31/07/2015,1.27,10,335,Luxury overlooking Hyde Park,Michaal
1986728,9066630,Westminster,51.51304123,-0.120950905,Entire home/apt,200,3,34,31/07/2015,1.61,20,302,Covent Garden 2 bed flat,Toby
1486546,15712218,Westminster,51.51144316,-0.146490561,Entire home/apt,200,7,2,31/07/2015,0.08,31,365,Spacious 1 bed in Mayfair,Maria
606516,199626,Barnet,51.65267704,-0.180944142,Entire home/apt,195,2,8,31/07/2015,0.21,2,365,LOW LOW PRICE 3 bedroom 6 guests,NA
834154,4364130,Hackney,51.52993542,-0.088114504,Entire home/apt,190,2,17,31/07/2015,0.58,1,196,Fab 2 bed 2 baths in hip Hoxton,Little A
6430996,9243580,Kensington and Chelsea,51.5121369,-0.206669074,Entire home/apt,190,1,3,31/07/2015,0.96,2,358,Beautiful 2 bed in Notting Hill,Matthew
2643598,13534560,Kensington and Chelsea,51.49096566,-0.181342857,Entire home/apt,190,2,6,31/07/2015,0.38,1,360,Immaculate South Kensington flat,Simon
4031299,570672,Tower Hamlets,51.52008018,-0.077015312,Entire home/apt,185,3,17,31/07/2015,1.53,12,323,Best Liverpool Street 2 Bed 2 Bath,Andy
6790435,35547172,Islington,51.52743322,-0.090475154,Entire home/apt,180,2,2,31/07/2015,1.5,1,352,Boho Loft,Richard
6649828,54987,Tower Hamlets,51.51141875,-0.067598499,Entire home/apt,180,3,1,31/07/2015,0.86,2,365,Times Square 1 Bedroom Apartment I,Arvi
2915003,13781940,Westminster,51.50661671,-0.125147523,Entire home/apt,175,3,45,31/07/2015,2.88,1,341,Trafalgar Square Hello Kitty House,Sparkles
3469288,17480565,Wandsworth,51.46254418,-0.157096522,Entire home/apt,175,3,5,31/07/2015,0.37,2,243,Clapham Common house with garden,Helen
7554836,39597699,Lewisham,51.47519223,-0.046322216,Private room,171,1,1,31/07/2015,0.86,1,365,Central Flat,Edvard lis
726975,3765042,Hackney,51.53712994,-0.077362704,Entire home/apt,170,3,19,31/07/2015,0.56,4,341,25 off for September Regents Canal,Grant
1864799,9723666,Westminster,51.50822044,-0.144288036,Private room,165,1,14,31/07/2015,0.66,3,151,Suite in Mayfair,Roxy
7073509,21057436,Islington,51.55486472,-0.105873302,Entire home/apt,164,1,5,31/07/2015,3.06,1,328,Art Deco Apt with huge roof terrace,Katy
4002243,587328,Wandsworth,51.46254289,-0.177488003,Entire home/apt,160,4,3,31/07/2015,0.25,2,365,Lovely modern mew in Clapham Junct,Ilaria
2762514,13739634,Camden,51.52395119,-0.141198569,Entire home/apt,150,2,28,31/07/2015,1.74,1,337,Stunning Central London Apartment,Tara
5398630,23563717,Southwark,51.44827092,-0.09714175,Entire home/apt,150,7,1,31/07/2015,0.86,1,161,Stylish 5 Bed Victorian Home London,Gary
4902560,2672646,Westminster,51.51103702,-0.134591685,Entire home/apt,145,2,10,31/07/2015,1.55,8,323,New Soho Apartment,Dan
6618549,9592491,Tower Hamlets,51.50169896,-0.015983048,Entire home/apt,140,1,2,31/07/2015,1.22,17,354,Amazing Location Amazing Value,Nicole
3860626,12715652,Tower Hamlets,51.50559837,-0.007959453,Entire home/apt,139,2,10,31/07/2015,0.83,3,11,2 Bedrooms Apartment London Zone 2,Oasis
442292,877975,Southwark,51.49986402,-0.033606906,Entire home/apt,139,2,1,31/07/2015,0.86,4,337,HUGE RIVERVIEW FLAT close to Canary,Joanna
6942824,35185602,Kensington and Chelsea,51.496801,-0.182937532,Entire home/apt,133,7,1,31/07/2015,0.86,1,46,2 Bed Apartment Patio KENSINGTON,Bridget
3362275,1517803,Hackney,51.56052786,-0.074316552,Entire home/apt,130,2,8,31/07/2015,0.57,19,338,B B Smart Luxury 2bedroom Lounge,Hilmi
3362244,1517803,Hackney,51.55950762,-0.074833021,Entire home/apt,130,1,11,31/07/2015,0.78,19,332,B B Smart Amazing 2bedroom Lounge,Hilmi
2306695,5330110,Hackney,51.53524797,-0.078998465,Entire home/apt,130,3,1,31/07/2015,0.86,1,339,Beautiful Hoxton 2 Bedroom Flat,India
1389686,2517124,Camden,51.51597741,-0.123202487,Entire home/apt,130,4,32,31/07/2015,1.32,1,330,Great one bed flat in Covent Garden,Trudy
3463271,11684026,Westminster,51.53012692,-0.185623922,Entire home/apt,129,1,16,31/07/2015,1.15,1,180,Fabulous Victorian Garden Flat,Joe
6760943,326774,Islington,51.53201267,-0.106074689,Entire home/apt,127,5,2,31/07/2015,0.87,1,62,Sunny 1 bed in Angel min 1 wk,Ella
726341,2823253,Westminster,51.51376578,-0.135275346,Private room,125,1,1,31/07/2015,0.86,2,365,Luxury West End Room WIFI ,Cecilia
679006,453848,Westminster,51.52132736,-0.152097558,Entire home/apt,125,4,18,31/07/2015,0.55,1,326, Be Madam Tussaud s Neighbour ,Michelle
