id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,name,host name
5257573,27213123,Wandsworth,51.46597201,-0.181425375,Entire home/apt,340,1,1,02/09/2015,1,1,239,Beautiful House on the River,James
7704078,40469612,Kensington and Chelsea,51.50399561,-0.195045676,Entire home/apt,268,1,7,02/09/2015,7,1,336,Kensington 2 Bedroom Hyde Park Lux,Jamie
6074850,23962128,Camden,51.51705641,-0.131226993,Entire home/apt,260,1,7,02/09/2015,2.39,2,352,Large luxury flat in Bedford Square,Alastair
1973392,10032879,Westminster,51.48930577,-0.14302606,Entire home/apt,240,2,2,02/09/2015,0.13,8,331,2 Bedroom London Victoria Sleeps 6,Sanjay
7367500,9774262,Kensington and Chelsea,51.51261069,-0.205654999,Entire home/apt,200,4,2,02/09/2015,2,1,145,Exceptional Notting Hill Apartment,Fred
3210331,11639432,Hammersmith and Fulham,51.47876625,-0.20990953,Entire home/apt,200,2,29,02/09/2015,2.18,1,288,Beautiful Decorated 3 Bedroom House,Amelia
7455214,39035728,Kensington and Chelsea,51.49671943,-0.193134764,Entire home/apt,199,1,1,02/09/2015,1,7,359, Newly Renovated DESIGNER 3 Beds ,NA
6299047,14875410,Wandsworth,51.48068775,-0.166106163,Entire home/apt,180,3,2,02/09/2015,0.87,3,334,Exquisite 2 Bed Flat in Battersea,William
7009693,16774103,Islington,51.526535,-0.097972584,Entire home/apt,175,2,12,02/09/2015,5.63,15,343,Your Central London aptmt sleeps 4,Mark
5840624,6464650,Kensington and Chelsea,51.50637584,-0.215432448,Entire home/apt,175,2,22,02/09/2015,4.46,1,74,Gdn Flat in Holland Park Sleeps 6,Chantal
3733837,14198413,Westminster,51.48917079,-0.138825726,Entire home/apt,175,2,22,02/09/2015,1.73,2,163,2Bed top floor flat very central,Alec
6969699,1432477,Kensington and Chelsea,51.49147375,-0.198502078,Entire home/apt,159,1,2,02/09/2015,2,61,5,2 bedroom flat in Earls Court GK,FG Properties
2150508,1408248,Islington,51.52341693,-0.090759847,Entire home/apt,149,2,6,02/09/2015,0.45,3,260,Two bed two bath loft apartment,Brooke
7067657,9722879,Camden,51.52247181,-0.108637753,Entire home/apt,149,7,3,02/09/2015,2.09,9,333,Central London 2 bedroom Apartment,Carlos Francesco
7427839,3734287,Westminster,51.52196202,-0.159755529,Entire home/apt,149,1,1,02/09/2015,1,1,317,Cozy and central,Jean
5999965,5861471,Tower Hamlets,51.5184624,-0.049806988,Entire home/apt,145,3,16,02/09/2015,3.66,2,298,Huge five bedroom central flat,Patrick
963396,5409925,Wandsworth,51.46148301,-0.150300218,Entire home/apt,140,3,6,02/09/2015,0.21,1,233,Luxury garden apt Clapham Common ,Jason
6089939,3254047,Kensington and Chelsea,51.52048811,-0.206852728,Entire home/apt,139,2,3,02/09/2015,0.67,2,321,Notting Hill Luxurious flat garden,E L
743817,2071259,Westminster,51.5099214,-0.13093752,Entire home/apt,135,1,145,02/09/2015,4.54,3,296,Piccadilly Circus in Central London,Jonathan
6665603,21029247,Westminster,51.51822364,-0.135360485,Entire home/apt,130,1,5,02/09/2015,1.92,4,157,Stunning Executive Oxford Street,Jessica
7689277,5919722,Kensington and Chelsea,51.51554376,-0.208204807,Entire home/apt,129,1,4,02/09/2015,4,6,278,Beautiful Bright Modern Apt 6ppl,Sergio
1408825,7597867,Kensington and Chelsea,51.49526027,-0.183211907,Entire home/apt,129,1,47,02/09/2015,1.83,9,341,Victorian Studio Kensington 4ppl,GeonCa
5168904,3327423,Westminster,51.52408549,-0.193770482,Entire home/apt,125,3,25,02/09/2015,3.95,10,268,Slick Duplex 2 Bed nr Notting Hill,Tom Jo
1383888,7282883,Tower Hamlets,51.52648203,-0.069377356,Entire home/apt,120,2,40,02/09/2015,1.56,2,155,SUPER TRENDY FLAT ON BRICK LANE,Rachel
6383592,33275289,Westminster,51.51605312,-0.172959456,Entire home/apt,120,1,24,02/09/2015,7.42,3,48,Paddington Great 1 Bed Apartment,Fabiana
7997030,40724931,Kensington and Chelsea,51.50586683,-0.197553218,Entire home/apt,120,1,2,02/09/2015,2,1,336,Great 1bed flat inNotting hill gate,Matin
4630459,23977491,Kensington and Chelsea,51.4951233,-0.186000692,Entire home/apt,120,1,44,02/09/2015,4.75,39,317,Large Modern Studio Near Museums U1,Nabil
6075488,10297085,Islington,51.54918074,-0.102338185,Entire home/apt,119,1,6,02/09/2015,1.49,1,164,The best spot Stunning sunny flat,Caroline
5654686,28810568,Tower Hamlets,51.51346532,-0.03687516,Entire home/apt,119,3,7,02/09/2015,1.62,2,13,Luxury Modern Apartment,Mohammed
3821671,10673867,Lambeth,51.46692409,-0.148492671,Entire home/apt,117,2,11,02/09/2015,1.05,4,314,Two bedroom floor Central Zone 2,Anna
1376018,7455658,Hackney,51.53966445,-0.058807568,Entire home/apt,115,3,21,02/09/2015,0.89,1,318,Beautiful East London loft ,Alessandro
5286634,23814325,Hackney,51.57145727,-0.089012144,Entire home/apt,110,2,22,02/09/2015,3.46,1,324,New luxury Apt Great View Zone2 ,Paul
520693,2561391,Islington,51.53636596,-0.108053586,Entire home/apt,110,3,20,02/09/2015,0.79,1,299,Cosy Central Flat in Angel,Gaz
7682404,40347477,Westminster,51.523173,-0.175362184,Entire home/apt,110,2,2,02/09/2015,2,1,344,modern 1 bed flat zone 1 London,Sabina
2149351,1191468,Tower Hamlets,51.52314931,-0.072154713,Entire home/apt,110,5,11,02/09/2015,2.34,1,114,Shoreditch Luxury Gym,Liz
5161634,949926,Hammersmith and Fulham,51.49470412,-0.228771636,Entire home/apt,110,1,24,02/09/2015,4.07,6,298,DeLuxe 5 Penthouse Superb Location,Toby Anetta
3171013,9194335,Tower Hamlets,51.53026769,-0.020233737,Entire home/apt,109,2,25,02/09/2015,2.74,1,139,Penthouse Apartment with City views,Tom
1059114,3865811,Westminster,51.48679681,-0.150617129,Entire home/apt,109,1,27,02/09/2015,2.2,1,71,1 bed apartment near Sloane Square,Joseph
8059015,42566219,Westminster,51.52203564,-0.167993334,Entire home/apt,105,3,1,02/09/2015,1,1,336,Beautiful Modern 2 bedroom 2 bath,Sobaan
174635,675616,Kensington and Chelsea,51.51762287,-0.213591086,Entire home/apt,105,2,41,02/09/2015,0.86,1,266,1 bedroom in Vibrant Notting Hill,Eric
5707966,3156327,Hackney,51.53523,-0.078839178,Entire home/apt,100,2,7,02/09/2015,1.4,1,13,Canal side 2 bdr flat in East side,Giulia
6112883,21589205,Camden,51.53061519,-0.121968356,Entire home/apt,100,1,7,02/09/2015,3.56,1,141,one bed flat next to Kings Cross St,James
389627,1949299,Westminster,51.51837819,-0.142377667,Entire home/apt,100,2,35,02/09/2015,3.21,1,162,Studio in Fitzrovia Oxford Circus,Rawan
6660589,34862168,Kensington and Chelsea,51.50685235,-0.215085726,Entire home/apt,100,1,3,02/09/2015,1.05,1,256,Large 1Bdr flat In Notting Hill,V nia
3070575,15627674,Kensington and Chelsea,51.51718553,-0.201711492,Entire home/apt,99,1,12,02/09/2015,0.8,1,355,Portobello Notting Hil Bohemian Fun,Vane
4858536,24661287,Westminster,51.51447113,-0.159975634,Entire home/apt,99,1,34,02/09/2015,5.45,3,300,Luxury Studio Marylebone,Izzie
7829557,41230635,Kensington and Chelsea,51.49118891,-0.18948017,Entire home/apt,99,1,2,02/09/2015,2,1,245,2 bedroom Flat in Earls Court SW5,Mick
7881684,27513623,Wandsworth,51.4536649,-0.211203339,Entire home/apt,99,3,1,02/09/2015,1,1,21,Large two bedroom apartment,Ed
1188011,6496230,Tower Hamlets,51.51184131,-0.056409011,Entire home/apt,98,3,6,02/09/2015,0.25,2,176,Central Modern walk to Thames,Min
1278032,6651696,Southwark,51.49972184,-0.08531717,Private room,95,1,97,02/09/2015,3.96,2,283,Double in Bermondsey London Bridge,Laura
7037022,2808546,Camden,51.54269793,-0.139471493,Entire home/apt,95,2,12,02/09/2015,7.66,5,322,Pretty Garden Apartment in Camden,Anthony
7100492,27083449,Wandsworth,51.47250585,-0.168448581,Entire home/apt,95,2,1,02/09/2015,1,1,34,Cosy Battersea Garden Flat ,Susan
6697765,23977491,Westminster,51.5155571,-0.179833569,Entire home/apt,93,1,11,02/09/2015,4.58,39,338,Fabulous Studio In Paddington P6,Nabil
7048867,1568924,Kensington and Chelsea,51.52153387,-0.210529754,Entire home/apt,90,2,5,02/09/2015,3.19,1,251,Flat in the heart of Portobello,Claire
6118409,31743913,Wandsworth,51.46616944,-0.213729322,Entire home/apt,90,1,12,02/09/2015,3.05,1,337,Beautiful Riverside Studio,Alice
7949176,8690046,Islington,51.52486533,-0.093786693,Entire home/apt,89,1,2,02/09/2015,2,4,188,Garden Flat in Old Street,Alberto And Yeo
4557394,23568009,Westminster,51.51948742,-0.201829021,Entire home/apt,89,1,8,02/09/2015,5.33,1,28,Portobello Penthouse,Sharea
731839,1824642,Camden,51.51773495,-0.124176014,Entire home/apt,89,1,82,02/09/2015,2.36,12,312,BLOOMSBURY LONDON BIG STUDIO 20 4,Maggie
620752,2670127,Wandsworth,51.46219605,-0.243684095,Entire home/apt,89,3,51,02/09/2015,1.5,2,318,Immaculate SW London apartment,Janine
6359331,4301523,Tower Hamlets,51.49534521,-0.023190592,Private room,85,1,2,02/09/2015,0.98,1,362,Terrace Duplex Penthouse Canary Whf,Mona
4638825,23977491,Kensington and Chelsea,51.49379767,-0.187040357,Entire home/apt,85,1,59,02/09/2015,6.32,39,265,Excellent Studio Close 2 Museums U7,Nabil
852653,4433191,Tower Hamlets,51.51950041,-0.059780016,Entire home/apt,82,3,28,02/09/2015,0.99,1,3,Entire 2bed flat Brick Ln Whitechpl,Jon
5289878,27394016,Kensington and Chelsea,51.49809506,-0.193652646,Entire home/apt,82,1,20,02/09/2015,3.49,1,290, Flat in Kensington London W8,Susana
854116,216660,Hammersmith and Fulham,51.49341565,-0.228862215,Entire home/apt,82,1,5,02/09/2015,0.42,10,258,Modern Triple Studio Zone 2,Boris
833896,3157343,Lambeth,51.47930021,-0.12828963,Entire home/apt,81,1,57,02/09/2015,1.84,1,138,Modern 1 Bedroom in central London,Alon
5716659,29059620,Westminster,51.51286417,-0.12099153,Private room,80,2,23,02/09/2015,4.54,1,297,Cosy room in Central Covent Garden ,Lakshmi
2295335,11724384,Southwark,51.5004516,-0.103812188,Private room,80,4,49,02/09/2015,3.75,2,338,Urban Cool,Helena
6980595,5455606,Tower Hamlets,51.53230678,-0.060030056,Entire home/apt,80,2,10,02/09/2015,4.69,1,346,Studio Flat East End Hackney Rd,Ingo
1363841,7203203,Kensington and Chelsea,51.52371585,-0.221582236,Entire home/apt,80,3,10,02/09/2015,0.6,1,2,Lovely Apartment Notting Hill W10,NA
5965437,23977491,Westminster,51.51306235,-0.18102701,Entire home/apt,80,1,28,02/09/2015,6.09,39,332,Lovely Studio In Paddington P20,Nabil
6553560,1493573,Hammersmith and Fulham,51.4945514,-0.226995474,Entire home/apt,80,2,1,02/09/2015,1,4,326,Cozy studio for 2 and 1 2,Anna
2836252,5023578,Lambeth,51.45214208,-0.116104371,Entire home/apt,80,3,4,02/09/2015,0.34,1,316,Quirky Brixton Garden Flat ,Charlotte
4802010,2242314,Islington,51.53125979,-0.109987419,Entire home/apt,79,3,11,02/09/2015,1.39,1,131,Cool Clerkenwell studio with cat,David
3792171,19468983,Islington,51.52431447,-0.097161973,Entire home/apt,79,3,3,02/09/2015,1.76,1,329,City of London Loft apartment,Gael
4511324,23391669,Tower Hamlets,51.49644872,-0.015851301,Private room,75,1,21,02/09/2015,5.04,1,335,Luxury room breakfast Canary Wharf,Arun
5996097,31092775,Westminster,51.48943029,-0.137372634,Private room,75,1,5,02/09/2015,5,4,128, New Experience Central Location ,Katherine
7599210,4621920,Richmond upon Thames,51.48621788,-0.287241145,Entire home/apt,75,1,8,02/09/2015,7.06,1,9,Narrowboat on river at Kew Gardens,Phoebe
6386540,29051660,Lambeth,51.478927,-0.123156769,Entire home/apt,75,1,26,02/09/2015,7.8,2,182,CENTRAL LONDON STUDIO WITH EN SUITE,Shaan
7868967,24011298,Hammersmith and Fulham,51.47482322,-0.209295875,Entire home/apt,75,1,1,02/09/2015,1,1,338,UNBELIEVABLE NEW STUDIO YOU ll LOVE,Vivi
2541800,13015915,Lambeth,51.47121432,-0.128803061,Entire home/apt,75,3,30,02/09/2015,2.74,1,0,Double Bedroom Flat in Zone 2 SW4 ,Sunil
5567768,11924562,Wandsworth,51.4616568,-0.16549787,Entire home/apt,75,7,5,02/09/2015,1.83,1,316,1 Bed Patio Garden Flat in Clapham,Lizzie
7746025,31681780,Lambeth,51.46141693,-0.123467952,Entire home/apt,75,2,3,02/09/2015,3,1,3,Big bright beautiful Brixton flat,Ella
6600595,34530221,Tower Hamlets,51.5324972,-0.034399318,Entire home/apt,70,1,11,02/09/2015,4.02,1,319,Fresh Peaceful 1 Bed Apt ,Peter
3430563,17279027,Hammersmith and Fulham,51.50163732,-0.227674004,Entire home/apt,70,4,8,02/09/2015,0.64,2,232,Stylish studio in Shepherd s Bush,John
3591936,12808381,Hackney,51.5565993,-0.086866261,Entire home/apt,69,3,18,02/09/2015,1.39,1,243,Charming and Cosy Apartment,Karl
6710754,15319933,Tower Hamlets,51.50860362,-0.02189473,Private room,65,1,5,02/09/2015,1.76,1,21,Apartment in an iconic skyscraper,Chetan
4439467,3658699,Westminster,51.52001792,-0.153956784,Entire home/apt,65,2,24,02/09/2015,2.33,1,13,Beautiful flat in Marylebone,Mondi
4698124,24286481,Southwark,51.48774033,-0.101959151,Private room,63,3,48,02/09/2015,5.48,1,7,Great Room 10min to central London ,Lior
7718687,12717793,Kensington and Chelsea,51.49831356,-0.182999898,Private room,60,1,1,02/09/2015,1,3,358,Gorgeous single bedroom,Grace
4917089,53348,Camden,51.54378415,-0.134914282,Entire home/apt,60,1,12,02/09/2015,2.29,2,338,Victorian Delight,Arzu
5268360,7329434,Hounslow,51.47351866,-0.352824646,Entire home/apt,60,1,5,02/09/2015,2.27,1,240,Stunning Studio ,Mia
2500187,12796381,Lambeth,51.43653528,-0.099217989,Private room,56,1,63,02/09/2015,3.51,1,347,Charming bedroom with Ensuite,Lois
1313611,7106582,Tower Hamlets,51.51571869,-0.075265066,Private room,55,1,93,02/09/2015,5.58,11,0,Beautiful room 3 in central London,Uros
5892658,207304,Southwark,51.49302568,-0.090485666,Private room,55,2,28,02/09/2015,5.96,1,191,London s best kept secret ,Mike
7705130,40475797,Lambeth,51.48023172,-0.112038158,Private room,55,2,1,02/09/2015,1,1,33,Double bedroom by Oval SW9,Virginia
4928798,25390241,Greenwich,51.48545417,0.021304426,Entire home/apt,53,1,32,02/09/2015,4.55,1,337,Greenwich London near O2 Arena,Steven
3689376,18777980,Hackney,51.52540052,-0.084475671,Private room,52,1,72,02/09/2015,5.4,2,304,Double Room Shoreditch top floor ,Max
4931057,23574896,Richmond upon Thames,51.46324372,-0.291938858,Private room,52,1,4,02/09/2015,1.26,1,360,2 bedroom apartment in Richmond,Ben
7378251,38652135,Islington,51.54867026,-0.108686701,Private room,50,1,3,02/09/2015,2.25,1,338,DOUBLE BEDROOM 5 MINS FROM STATION,Robbie
7668388,39548359,Westminster,51.52760714,-0.195234935,Private room,50,1,1,02/09/2015,1,1,363,Double Room in the Central London,Sarune Vincent
5119925,12752711,Tower Hamlets,51.52515269,-0.027841063,Private room,50,3,16,02/09/2015,2.54,82,306,Charming room up to 4 Mile End STC1,Emran
6752812,35357606,Westminster,51.5182374,-0.197987159,Private room,50,1,1,02/09/2015,1,1,365,Double Room near Portbello Road Mkt,Leo
2159515,11019018,Hammersmith and Fulham,51.48083466,-0.218075763,Private room,50,1,72,02/09/2015,4.15,1,313,Beautiful loft apartment in Fulham,Manlio
4437005,18466946,Lambeth,51.45423682,-0.119076397,Private room,50,2,33,02/09/2015,3.49,1,75,Cosy double room in Brixton London,Laura
5134118,26305338,Lambeth,51.44391403,-0.144344498,Private room,50,1,3,02/09/2015,3,3,326,Beautiful Balham Terrific Transport,Susie
7240935,3237271,Hackney,51.56859889,-0.098375315,Private room,49,1,2,02/09/2015,1.5,1,354,Room w park view Piccadilly Line,Richard
7538571,3234612,Camden,51.54170655,-0.13624747,Private room,49,1,10,02/09/2015,8.11,1,235,Camden Town by the canal,Rebecca
7756376,40612602,Westminster,51.51817015,-0.16861568,Private room,49,3,1,02/09/2015,1,1,5,Single Room in Hyde Park Mansion,Moritz
392139,1961031,Hammersmith and Fulham,51.50872358,-0.228375533,Private room,48,1,34,02/09/2015,2.05,2,343,Fantastic Double En Suite in W12,Diana
6973487,30580454,Hackney,51.56716544,-0.070538329,Private room,45,2,2,02/09/2015,2,1,116,Double room stylish Victorian flat,Charlie
1313531,7106582,Tower Hamlets,51.51605298,-0.07385623,Private room,45,1,114,02/09/2015,4.84,11,301,Cozy Room in central london 12 ,Uros
6914151,27921503,Southwark,51.49493893,-0.041580951,Private room,45,1,3,02/09/2015,1.3,5,318,Nice Double Room near Canada Water,Alex
6787554,15371381,Lambeth,51.47925598,-0.127289473,Private room,45,1,8,02/09/2015,3.43,1,341,Bedroom city center London,Emilie
3456045,17190499,Lambeth,51.45102325,-0.139139019,Private room,45,3,23,02/09/2015,1.64,2,14,Double room and Garden Clapham,Mike And Vanessa
5908796,30688252,Hammersmith and Fulham,51.49323554,-0.234380401,Private room,42,1,22,02/09/2015,4.55,2,265,King Size Bed in Hammersmith ,John
5586906,27941499,Islington,51.55916593,-0.115491396,Private room,40,1,7,02/09/2015,1.25,1,254,Heart of Islington Walk to Arsenal,Ellie
6722056,35199327,Southwark,51.49728462,-0.034562993,Private room,40,2,8,02/09/2015,3.69,1,0,En Suite Private Double Bedroom,Charlie
6765199,26059110,Wandsworth,51.45521571,-0.218954546,Private room,40,2,11,02/09/2015,4.29,1,310,DB Bedroom with free parking,Suborna And Fleur
5327536,27402629,Hammersmith and Fulham,51.50198938,-0.235578459,Private room,39,2,7,02/09/2015,1.07,1,313,room with 2 3 double bed,Mel
3417823,6419210,Westminster,51.4862404,-0.14046675,Private room,39,1,11,02/09/2015,0.81,1,160,Central London Pimlico Victoria,Bogdan
5372111,10984653,Camden,51.53568861,-0.190652029,Private room,37,1,12,02/09/2015,1.94,1,188,Comfortable Double Bedroom in NW,Cristina
4383758,22758387,Kensington and Chelsea,51.51712423,-0.209802228,Private room,37,1,5,02/09/2015,5,1,194,Notting Hill Portobello Road,Roy
6428733,30088082,Lambeth,51.4487415,-0.137872219,Private room,36,2,8,02/09/2015,3.64,1,326,Large double room in Balham,Fawn Sam
6626864,9224272,Tower Hamlets,51.52903125,-0.071840843,Private room,35,3,11,02/09/2015,3.75,14,292,Double Room Hoxton Shoreditch PK1,Aneela
4864921,25024027,Tower Hamlets,51.51763644,-0.055419034,Private room,35,2,10,02/09/2015,1.24,1,230,Lovely Double Room in Whitechapel,Tara
7569493,12752711,Tower Hamlets,51.51308789,-0.066156043,Private room,35,2,2,02/09/2015,2,82,336,GREAT ROOM IN ALDGATE EAST HAD 1,Emran
4116649,18278465,Hounslow,51.49806807,-0.280684418,Private room,35,1,44,02/09/2015,4.3,2,67,Lovely sgl bedroom 4min from tube,Yak Maddy
7295920,21325749,Lewisham,51.4926571,-0.03426119,Private room,35,1,10,02/09/2015,6.12,1,185,Top Floor London Penthouse,Stuart
7985817,35552688,Tower Hamlets,51.48871483,-0.004671367,Private room,35,1,2,02/09/2015,2,4,88,Single room in Canary Wharf,Milo
8160913,43077222,Southwark,51.48254662,-0.081676429,Private room,35,1,1,02/09/2015,1,1,354,Charming flat with a shard view,Ahmed
4122753,21388083,Richmond upon Thames,51.47468894,-0.287317852,Private room,35,1,23,02/09/2015,2.31,3,298,Double room in a modern quiet flat,Naz
6346414,10764914,Lewisham,51.46330099,-0.013940514,Private room,35,1,27,02/09/2015,8.18,1,257,Dble bedroom Zon2 10m London Brige,Tom Paul
4682852,1606029,Lambeth,51.45104127,-0.134360487,Private room,35,2,8,02/09/2015,1.05,2,354,Cosy double room in lively Clapham,Hulya
7793368,19342820,Croydon,51.41351961,-0.08269381,Private room,35,1,3,02/09/2015,3,2,346,Your own detached summer house,Christian
472861,2345277,Islington,51.55558639,-0.125031814,Private room,34,3,30,02/09/2015,1.68,2,254,Islington Camden Zone2 WIFI Parking,Dan
1046865,5763777,Hackney,51.54698699,-0.068132858,Private room,32,1,48,02/09/2015,1.83,1,343,Sunny big Tempur bed new bathroom,Lori
7910732,39932852,Camden,51.52897801,-0.143469143,Private room,32,4,1,02/09/2015,1,14,3,Newly painted quiet room in Euston,La
650926,1986644,Hackney,51.55708226,-0.048941278,Private room,30,1,1,02/09/2015,1,2,302,Double room in friendly house,Claire
5119688,12752711,Tower Hamlets,51.52683224,-0.028230769,Private room,30,2,17,02/09/2015,2.79,82,334,Charming dbl room in BOW STC 3 ,Emran
7946066,20276266,Southwark,51.47061807,-0.077936559,Private room,30,1,1,02/09/2015,1,1,360,Double room in very clean flat ,Tsehay
3015624,6141620,Lambeth,51.46605722,-0.136989891,Private room,27,4,4,02/09/2015,0.35,18,29,Cozy double room near Clapham park ,Manuela
5206401,8736898,Newham,51.52415727,0.012170643,Private room,25,1,31,02/09/2015,4.67,1,189,London LGBT vegan pet friendly,Claudia
390618,1953785,Newham,51.50772373,0.06676676,Private room,25,1,48,02/09/2015,4.3,1,319,Great value double Excel Docklands,NA
6525544,23317054,Hounslow,51.48915586,-0.286036613,Shared room,20,3,5,02/09/2015,2.03,1,328,Couch surfing in Chiswick London,Saeed
7547166,39047406,Redbridge,51.59546312,0.024899777,Private room,20,1,4,02/09/2015,4,1,323,CRASHPAD LOVELY HOUSE 5 MINS TUBE,Bev
6765134,31269173,Kensington and Chelsea,51.49725657,-0.164972996,Entire home/apt,430,2,12,01/09/2015,4.62,1,350,3 BEDROOM HOUSE KNIGHTSBRIDGE ,Matteo
5332837,27628269,Westminster,51.50531052,-0.147386539,Entire home/apt,380,1,1,01/09/2015,1,3,365,Mayfair Club 1 Bedroom Apartment,AVA Hospitality
5531383,4325599,Westminster,51.50928464,-0.124475338,Entire home/apt,300,1,13,01/09/2015,2.47,2,314,Spacious Apartment Covent Garden,Ian
1808591,9478140,Wandsworth,51.45308407,-0.15744022,Entire home/apt,300,2,26,01/09/2015,1.27,1,53,Elegant Family home great location,Fiona
7336217,400661,Hackney,51.52597922,-0.080058175,Entire home/apt,250,1,5,01/09/2015,5,1,185,Spectacular Shoreditch Penthouse,Scott
6393790,33338196,Kensington and Chelsea,51.49291698,-0.195783858,Entire home/apt,250,5,1,01/09/2015,1,1,80,3 bedroom flat terrace view,Claire
5733298,12752711,Hackney,51.52369488,-0.075984609,Entire home/apt,229,2,19,01/09/2015,4.79,82,311,Apartment in Shoreditch up to 12 ON,Emran
3463129,12752711,Tower Hamlets,51.51371592,-0.067951847,Entire home/apt,229,3,59,01/09/2015,4.24,82,300,Beautiful Apartment Brick Lane EV ,Emran
1634459,8027475,Kensington and Chelsea,51.50953744,-0.194751414,Entire home/apt,225,2,79,01/09/2015,3.35,5,323,Trendy Notting Hill Duplex Flat,Priyan
3787924,10350242,Westminster,51.49897063,-0.170430549,Entire home/apt,225,2,26,01/09/2015,2.67,1,332,Spacious Sleek Knightsbridge 1BD ,Arie
2058670,9364073,Southwark,51.492028,-0.0567483,Entire home/apt,210,1,72,01/09/2015,3.55,4,297,FANTASTIC HOUSE TOWER BRIDGE LONDON,Lamotte Property Mart
2206237,10811728,Westminster,51.51011991,-0.13382144,Entire home/apt,200,1,118,01/09/2015,6.17,7,273,2 large double bedroom flat in Soho,Map
4566334,3851238,Tower Hamlets,51.50480247,-0.00978902,Entire home/apt,200,2,9,01/09/2015,1.29,1,188,Waterfront Penthouse,Phoebe
6018687,4223421,Kensington and Chelsea,51.49939072,-0.21045927,Entire home/apt,200,3,9,01/09/2015,4.22,2,296,London Kensington 4 Family home,Martin
8023869,11487744,Westminster,51.5282581,-0.185973008,Entire home/apt,195,2,1,01/09/2015,1,2,335,LUXURY 4 BED APARTMENT WITH GARDEN,Kingsley
5824668,4181168,Westminster,51.5199684,-0.201177315,Entire home/apt,195,2,31,01/09/2015,7.62,1,203,Beautiful 3 Bedroom Notting Hill,Sophie
7925529,41785042,Wandsworth,51.43998754,-0.224104952,Entire home/apt,195,1,1,01/09/2015,1,2,362,Large apartment in SW19 Wimbledon,Christina
7352474,17783990,Islington,51.53353115,-0.115690705,Entire home/apt,190,2,6,01/09/2015,5,1,306,Central London Kings Cross Eurostar,Amir
7379311,34893904,Kensington and Chelsea,51.49808256,-0.206758901,Entire home/apt,185,1,1,01/09/2015,1,8,364,2 Bed Flat in Holland Park W14,Shannon
1306693,5418847,Islington,51.52200291,-0.098767937,Entire home/apt,180,2,23,01/09/2015,1.42,1,348,Luxury 2 Bed Clerkenwell Apartment ,Amit
7105450,5135338,Wandsworth,51.46164072,-0.178764177,Entire home/apt,180,2,1,01/09/2015,1,1,198,Spacious 4 bedroom family home,Zoe
7303864,3499186,Merton,51.42053425,-0.196859563,Entire home/apt,179,1,4,01/09/2015,4,1,33,Four bed family house in Wimbledon,Anna
6224560,22639838,Tower Hamlets,51.51086768,-0.041238571,Entire home/apt,177,1,11,01/09/2015,3,1,314,Bright duplex on the Thames Path,Amy
2429192,10096715,Southwark,51.50268683,-0.073352136,Entire home/apt,175,1,41,01/09/2015,2.73,4,314,Stylish two bed Tower Bridge SE1 ,Peter
7081554,27060791,Wandsworth,51.46348592,-0.167824927,Entire home/apt,175,2,2,01/09/2015,2,1,38,MODERN 2BEDROOM FLAT CLAPHAM JUNC,Mark
529558,1240748,Camden,51.52917888,-0.122671081,Entire home/apt,170,2,8,01/09/2015,4.53,1,171,Super convenient 3 mins to Kings X,Brigitte
3977637,20614396,Hammersmith and Fulham,51.48806051,-0.210857821,Entire home/apt,170,1,52,01/09/2015,5.03,1,200,Top value Piccadilly only 20 mins,John
578145,2843780,Westminster,51.50903414,-0.141122102,Entire home/apt,169,4,19,01/09/2015,0.54,1,335,BESTOF BOTH WORLDS IN PRIME MAYFAIR,Yagmur
5114979,19643575,Hammersmith and Fulham,51.47725367,-0.212920716,Entire home/apt,165,1,11,01/09/2015,1.67,1,332,Fulham maisonette with 2DBR suites,Avril
4254435,690778,Southwark,51.48948776,-0.100430336,Entire home/apt,160,2,31,01/09/2015,3.02,2,328,Spacious Central London Apartment,Humphrey
354003,1792369,Kensington and Chelsea,51.49079517,-0.187786302,Entire home/apt,159,1,46,01/09/2015,1.26,1,155,Beautiful 2 double bedroom ,Eleonor
4135889,3893720,Hackney,51.5357475,-0.077876913,Entire home/apt,150,5,16,01/09/2015,1.49,1,257,BEAUTIFUL 2BED CANALSIDE SHOREDITCH,Rachel
6352071,16855059,Southwark,51.49964183,-0.070610668,Entire home/apt,150,2,5,01/09/2015,1.85,1,94,Amazing 2 bed 2 bath flat w parking,Ranjani
7205273,37727661,Hammersmith and Fulham,51.491949,-0.212233215,Entire home/apt,150,2,6,01/09/2015,3.6,1,310,Mansion Flat in Kensington,Dom
1951216,10090349,Kensington and Chelsea,51.48949972,-0.163132695,Entire home/apt,150,2,15,01/09/2015,0.92,2,334,Lovely quiet Chelsea apartment,Catie
3456150,9877401,Lambeth,51.48073224,-0.112196371,Entire home/apt,150,2,2,01/09/2015,1.71,1,221,Bright large central townhouse,Alex
2025844,10407628,Camden,51.52426188,-0.125149893,Entire home/apt,149,1,124,01/09/2015,5.94,1,323,Family Friendly Central London Flat,Mark
2882052,2293201,Westminster,51.49510976,-0.13310306,Entire home/apt,145,1,110,01/09/2015,7.27,3,296,Tourist Heaven Westminster Victoria,Dan
7640633,1838302,Islington,51.53914892,-0.08927128,Entire home/apt,140,1,1,01/09/2015,1,1,181,Chic 2 BD Flat with Terrace,Vanessa
