stationId,epoch,condition
ISURBITO4,1473012000,chancerain
ISURREYS1,1473012000,chancerain
IGREATER43,1473012000,chancerain
IGREATER3,1473012000,chancerain
IWORCEST53,1473012000,chancerain
IWORCEST75,1473012000,chancerain
INEWMALD10,1473012000,chancerain
ISURREYL5,1473012000,chancerain
IEASTMOL10,1473012000,chancerain
INEWMALD2,1473012000,chancerain
