stationNaptan,stationName,stopType,lat,lon,line,wifi,zone,address
940GZZLUACT,Acton Town Underground Station,NaptanMetroStation,51.503062,-0.280462,district,yes,3,"Acton Town Station,London Underground Ltd.,Gunnersbury Lane,London,W3 8HN"
940GZZLUADE,Aldgate East Underground Station,NaptanMetroStation,51.515042,-0.072378,district,yes,1,"Aldgate East Station,London Underground Ltd.,Whitechapel High St,London,E1 7PT"
940GZZLUBBB,Bromley-by-Bow Underground Station,NaptanMetroStation,51.524844,-0.011531,district,yes,2+3,"Bromley-By-Bow,London Underground Ltd.,Blackwell Tunnel Northern Approach,London,E3 3JJ"
940GZZLUBEC,Becontree Underground Station,NaptanMetroStation,51.540336,0.127028,district,yes,5,"Becontree Station,London Underground Ltd.,Gale St,Dagenham,Essex,RM9 4TP"
940GZZLUBKF,Blackfriars Underground Station,NaptanMetroStation,51.511586,-0.103654,district,yes,1,"Blackfriars Station,London Underground Ltd.,Blackfriars Road,London,EC4R 2BB"
940GZZLUBKG,Barking Underground Station,NaptanMetroStation,51.539326,0.081064,district,yes,4,"Barking Station BR Station Parade,Longbridge Rd,Barking,Essex,IG11 8TU"
940GZZLUBSC,Barons Court Underground Station,NaptanMetroStation,51.490315,-0.213425,district,yes,2,"Barons Court Station,London Underground Ltd.,Pallister Rd,London,W14"
940GZZLUBWR,Bow Road Underground Station,NaptanMetroStation,51.526944,-0.025121,district,no,2,"Bow Road Station,London Underground Ltd.,Bow Road,London,E3 4DH"
940GZZLUBWT,Bayswater Underground Station,NaptanMetroStation,51.512289,-0.187935,district,yes,1,"Bayswater Station,London Underground Ltd.,Queensway,London,W2 4RH"
940GZZLUCST,Cannon Street Underground Station,NaptanMetroStation,51.511515,-0.090426,district,yes,1,"Cannon Street Underground Station,London Underground Ltd.,Cannon St,London,EC4N 6AP"
940GZZLUCWP,Chiswick Park Underground Station,NaptanMetroStation,51.494632,-0.267972,district,yes,3,"Chiswick Park Station,London Underground Ltd.,Bollo Lane,London,W4 5NE"
940GZZLUDGE,Dagenham East Underground Station,NaptanMetroStation,51.544101,0.166029,district,yes,5,"Dagenham East Station,London Underground Ltd.,North Rainham Rd,Dagenham,Essex,RM10 8AA"
940GZZLUDGY,Dagenham Heathway Underground Station,NaptanMetroStation,51.541644,0.147539,district,yes,5,"Dagenham Heathway Station,London Underground Ltd.,Heathway,Dagenham,Essex,RM9 5AN"
940GZZLUEBY,Ealing Broadway Underground Station,NaptanMetroStation,51.515022,-0.301457,district,yes,3,"Ealing Broadway Station,The Broadway,London,W5 2NU"
940GZZLUECM,Ealing Common Underground Station,NaptanMetroStation,51.510145,-0.288265,district,yes,3,"Ealing Common Station,London Underground Ltd.,Uxbridge Rd,London,W5 3LD"
940GZZLUECT,Earl's Court Underground Station,NaptanMetroStation,51.492067,-0.193376,district,yes,1+2,"Earl's Court Station,London Underground Ltd.,Earl's Court Rd,London,SW5 9QA"
940GZZLUEHM,East Ham Underground Station,NaptanMetroStation,51.538953,0.051195,district,yes,3+4,"East Ham Station,London Underground Ltd.,High Street North,London,E6 2JA"
940GZZLUEMB,Embankment Underground Station,NaptanMetroStation,51.507062,-0.122662,district,yes,1,"Embankment Station,London Underground Ltd.,Villiers St,London,WC2N 6NS"
940GZZLUEPK,Elm Park Underground Station,NaptanMetroStation,51.54978,0.198654,district,yes,6,"Elm Park Station,London Underground Ltd.,The Broadway,Hornchurch,Essex,RM12 4RW"
940GZZLUEPY,East Putney Underground Station,NaptanMetroStation,51.459208,-0.210998,district,yes,2+3,"East Putney Station,Upper Richmond Rd,London,SW15"
940GZZLUERC,Edgware Road (Circle Line) Underground Station,NaptanMetroStation,51.519863,-0.167829,district,yes,1,"Edgware Road Circle,London Underground Ltd.,Chapel Street,London,NW1 5DH"
940GZZLUFBY,Fulham Broadway Underground Station,NaptanMetroStation,51.480084,-0.195419,district,yes,2,"Fulham Broadway Station,London Underground Ltd.,Fulham Broadway,London,SW6 1BY"
940GZZLUGBY,Gunnersbury Underground Station,NaptanMetroStation,51.491808,-0.275267,district,no,3,"Gunnersbury,London Overground Ltd,Chiswick High Road,LONDON,W4 4AN"
940GZZLUGTR,Gloucester Road Underground Station,NaptanMetroStation,51.494321,-0.182655,district,yes,1,"Gloucester Road Station,London Underground Ltd.,Gloucester Rd,London,SW7 4SF"
940GZZLUHCH,Hornchurch Underground Station,NaptanMetroStation,51.554098,0.219131,district,yes,6,"Hornchurch Station,London Underground Ltd.,Station Lane,Hornchurch,Essex,RM12 6LS"
940GZZLUHSD,Hammersmith (Dist&Picc Line) Underground Station,NaptanMetroStation,51.492304,-0.223619,district,yes,2,"Hammersmith (D & P),London Underground Ltd.,Hammersmith Broadway,London,W6 8AB"
940GZZLUHSK,High Street Kensington Underground Station,NaptanMetroStation,51.50106,-0.19279,district,yes,1,"High Street Kensington Station,London Underground Ltd.,Kensington High St,London,W8 5SA"
940GZZLUKOY,Kensington (Olympia) Underground Station,NaptanMetroStation,51.497628,-0.210013,district,yes,2,"Kensington Olympia,Kensington Olympia Station,Olympia Way,LONDON,W14 0NE"
940GZZLUKWG,Kew Gardens Underground Station,NaptanMetroStation,51.477062,-0.285242,district,yes,3+4,"Kew Gardens Station,London Overground Ltd.,Station Approach,RICHMOND,TW9 3BZ"
940GZZLUMED,Mile End Underground Station,NaptanMetroStation,51.525127,-0.033633,district,yes,2,"Mile End Station,London Underground Ltd.,Mile End Rd,London,E3 4DH"
940GZZLUMMT,Monument Underground Station,NaptanMetroStation,51.510705,-0.085964,district,yes,1,"Monument Station,London Underground Ltd.,King William St,London,EC4R 9AA"
940GZZLUMSH,Mansion House Underground Station,NaptanMetroStation,51.512122,-0.094004,district,yes,1,"Mansion House Station,London Underground Ltd.,38 Cannon St,London,EC4N 6JD"
940GZZLUNHG,Notting Hill Gate Underground Station,NaptanMetroStation,51.509132,-0.196102,district,yes,1+2,"Notting Hill Gate Station,London Underground Ltd.,Notting Hill Gate,London,W11 3HT"
940GZZLUPAC,Paddington Underground Station,NaptanMetroStation,51.516586,-0.175686,district,yes,1,"Paddington Underground Stations,London Underground Ltd.,Praed St,London,W2"
940GZZLUPLW,Plaistow Underground Station,NaptanMetroStation,51.531345,0.01746,district,yes,3,"Plaistow Station,London Underground Ltd.,Plaistow Rd,London,E15"
