stationId,epoch,civil,temp_metric,condition,fctcode
IGREENFO2,1472230800,6:00 PM,26,Clear
IGREENFO2,1472234400,7:00 PM,25,Clear
IGREENFO2,1472238000,8:00 PM,23,Clear
IGREENFO2,1472241600,9:00 PM,19,Clear
IGREENFO2,1472245200,10:00 PM,18,Clear
IGREENFO2,1472248800,11:00 PM,17,Clear
IGREENFO2,1472252400,12:00 AM,16,Partly Cloudy
IGREENFO2,1472256000,1:00 AM,16,Partly Cloudy
IGREENFO2,1472259600,2:00 AM,15,Partly Cloudy
IGREENFO2,1472263200,3:00 AM,14,Clear
IGREENFO2,1472266800,4:00 AM,14,Clear
IGREENFO2,1472270400,5:00 AM,14,Clear
IGREENFO2,1472274000,6:00 AM,14,Partly Cloudy
IGREENFO2,1472277600,7:00 AM,16,Chance of Rain
IGREENFO2,1472281200,8:00 AM,17,Chance of Rain
IGREENFO2,1472284800,9:00 AM,18,Chance of Rain
IGREENFO2,1472288400,10:00 AM,21,Chance of a Thunderstorm
IGREENFO2,1472292000,11:00 AM,22,Chance of a Thunderstorm
IGREENFO2,1472295600,12:00 PM,24,Chance of a Thunderstorm
IGREENFO2,1472299200,1:00 PM,24,Mostly Cloudy
IGREENFO2,1472302800,2:00 PM,24,Mostly Cloudy
IGREENFO2,1472306400,3:00 PM,24,Mostly Cloudy
IGREENFO2,1472310000,4:00 PM,24,Overcast
IGREENFO2,1472313600,5:00 PM,24,Mostly Cloudy
IGREENFO2,1472317200,6:00 PM,24,Mostly Cloudy
IGREENFO2,1472320800,7:00 PM,24,Partly Cloudy
IGREENFO2,1472324400,8:00 PM,23,Partly Cloudy
IGREENFO2,1472328000,9:00 PM,21,Partly Cloudy
IGREENFO2,1472331600,10:00 PM,20,Partly Cloudy
IGREENFO2,1472335200,11:00 PM,19,Partly Cloudy
IGREENFO2,1472338800,12:00 AM,18,Clear
IGREENFO2,1472342400,1:00 AM,17,Clear
IGREENFO2,1472346000,2:00 AM,17,Fog
IGREENFO2,1472349600,3:00 AM,17,Fog
IGREENFO2,1472353200,4:00 AM,17,Mostly Cloudy
IGREENFO2,1472356800,5:00 AM,17,Mostly Cloudy
