7020603,DBL ROOM - NEWLY REFURBISHED FLAT,32353903,Zaid,Tower Hamlets,51.51681351,-0.020967348,Private room,25,1,5,31/08/15,2.68,5,342
7616192,Real Value 4 UR Σ Σ Σ - III,684191,Samir,Redbridge,51.58139642,0.101222753,Private room,24,1,1,31/08/15,1,2,118
2898183,"Gorgeous Room, in 100yr old house.",13757875,NA,Waltham Forest,51.60265925,-0.00283931,Private room,23,1,6,31/08/15,0.45,1,297
1981589,Nirvana Garden Room W5 Free Parking,1295404,Lilli,Ealing,51.50459335,-0.291785711,Private room,23,3,60,31/08/15,3.72,2,310
7753694,Arty Room to rent,40766405,Shantella,Ealing,51.50804846,-0.351645328,Shared room,20,1,4,31/08/15,4,1,253
