id,url,commonName,placeType,bikePointsNo,timeModified,nFilledDocks,nEmptyDocks,nTotalDocks,lat,lon
BikePoints_152,https://api-neon.tfl.gov.uk/Place/BikePoints_152,"Hampton Street, Walworth",BikePoint,001118,2016-10-25T14:45:08.457Z,5,15,21,51.49217,-0.101536
BikePoints_154,https://api-neon.tfl.gov.uk/Place/BikePoints_154,"Waterloo Station 3, Waterloo",BikePoint,001072,2016-10-25T15:00:12.38Z,5,30,35,51.503791,-0.112824
BikePoints_155,https://api-neon.tfl.gov.uk/Place/BikePoints_155,"Lexham Gardens, Kensington",BikePoint,001121,2016-10-25T14:50:09.387Z,4,14,19,51.495866,-0.191933
BikePoints_156,https://api-neon.tfl.gov.uk/Place/BikePoints_156,"New Kent Road, The Borough",BikePoint,000966,2016-10-25T14:35:06.733Z,11,22,33,51.494436,-0.092921
BikePoints_157,https://api-neon.tfl.gov.uk/Place/BikePoints_157,"Wright's Lane, Kensington",BikePoint,001094,2016-10-25T14:55:10.127Z,26,11,37,51.500397,-0.193068
BikePoints_158,https://api-neon.tfl.gov.uk/Place/BikePoints_158,"Trebovir Road, Earl's Court",BikePoint,001113,2016-10-25T15:00:12.38Z,2,16,18,51.490853,-0.19617
BikePoints_159,https://api-neon.tfl.gov.uk/Place/BikePoints_159,"Great Marlborough Street, Soho",BikePoint,001125,2016-10-25T14:40:08.437Z,36,3,39,51.514619,-0.137841
BikePoints_160,https://api-neon.tfl.gov.uk/Place/BikePoints_160,"Waterloo Place, St. James's",BikePoint,003458,2016-10-25T14:50:09.387Z,14,6,20,51.506633,-0.131773
BikePoints_161,https://api-neon.tfl.gov.uk/Place/BikePoints_161,"Guildhouse Street, Victoria",BikePoint,003478,2016-10-25T15:00:12.38Z,12,3,16,51.492345,-0.141334
BikePoints_162,https://api-neon.tfl.gov.uk/Place/BikePoints_162,"Southampton Place, Holborn",BikePoint,001123,2016-10-25T14:55:10.127Z,11,9,20,51.517606,-0.121328
BikePoints_163,https://api-neon.tfl.gov.uk/Place/BikePoints_163,"Sloane Avenue, Knightsbridge",BikePoint,003461,2016-10-25T14:30:06.073Z,25,5,30,51.493184,-0.167894
BikePoints_164,https://api-neon.tfl.gov.uk/Place/BikePoints_164,"Cleveland Gardens, Bayswater",BikePoint,001178,2016-10-25T14:20:04.423Z,2,14,16,51.515607,-0.183118
BikePoints_165,https://api-neon.tfl.gov.uk/Place/BikePoints_165,"Orsett Terrace, Bayswater",BikePoint,002585,2016-10-25T14:50:09.387Z,2,12,15,51.517932,-0.183716
BikePoints_166,https://api-neon.tfl.gov.uk/Place/BikePoints_166,"Seville Street, Knightsbridge",BikePoint,001177,2016-10-25T15:00:12.38Z,23,4,27,51.501855,-0.159237
BikePoints_167,https://api-neon.tfl.gov.uk/Place/BikePoints_167,"Eccleston Place, Victoria",BikePoint,003465,2016-10-25T14:35:06.733Z,14,4,19,51.49395,-0.147624
BikePoints_168,https://api-neon.tfl.gov.uk/Place/BikePoints_168,"Argyll Road, Kensington",BikePoint,003463,2016-10-25T11:19:31.53Z,0,19,19,51.500401,-0.195455
BikePoints_169,https://api-neon.tfl.gov.uk/Place/BikePoints_169,"Porchester Place, Paddington",BikePoint,003477,2016-10-25T14:55:10.127Z,7,11,18,51.514746,-0.165164
BikePoints_170,https://api-neon.tfl.gov.uk/Place/BikePoints_170,"Hardwick Street, Clerkenwell",BikePoint,001057,2016-10-25T13:19:51.607Z,19,11,30,51.527842,-0.108068
BikePoints_171,https://api-neon.tfl.gov.uk/Place/BikePoints_171,"Collingham Gardens, Earl's Court",BikePoint,003459,2016-10-25T14:55:10.127Z,1,12,14,51.491615,-0.186753
BikePoints_172,https://api-neon.tfl.gov.uk/Place/BikePoints_172,"Sumner Place, South Kensington",BikePoint,001124,2016-10-25T14:50:09.387Z,18,1,19,51.491211,-0.173715
BikePoints_173,https://api-neon.tfl.gov.uk/Place/BikePoints_173,"Waterloo Road, South Bank",BikePoint,001176,2016-10-25T14:55:10.127Z,4,11,15,51.50486,-0.113001
BikePoints_174,https://api-neon.tfl.gov.uk/Place/BikePoints_174,"Strand, Strand",BikePoint,001100,2016-10-25T15:00:12.38Z,34,0,36,51.512529,-0.115163
BikePoints_175,https://api-neon.tfl.gov.uk/Place/BikePoints_175,"Appold Street, Liverpool Street",BikePoint,000997,2016-10-25T14:45:08.457Z,20,6,26,51.521743,-0.081118
BikePoints_176,https://api-neon.tfl.gov.uk/Place/BikePoints_176,"Gloucester Terrace, Bayswater",BikePoint,001173,2016-10-25T14:00:00.977Z,3,20,23,51.517919,-0.188098
BikePoints_177,https://api-neon.tfl.gov.uk/Place/BikePoints_177,"Ashley Place, Victoria",BikePoint,001122,2016-10-25T15:00:12.38Z,6,19,25,51.49616,-0.140947
BikePoints_178,https://api-neon.tfl.gov.uk/Place/BikePoints_178,"Warwick Square, Pimlico",BikePoint,003460,2016-10-25T14:15:04.707Z,8,11,19,51.489856,-0.141923
BikePoints_180,https://api-neon.tfl.gov.uk/Place/BikePoints_180,"North Audley Street, Mayfair",BikePoint,001126,2016-10-25T14:45:08.457Z,15,0,17,51.512911,-0.153645
BikePoints_181,https://api-neon.tfl.gov.uk/Place/BikePoints_181,"Belgrave Square, Belgravia",BikePoint,003473,2016-10-25T14:20:04.423Z,12,9,21,51.499412,-0.152317
BikePoints_182,https://api-neon.tfl.gov.uk/Place/BikePoints_182,"Bell Street , Marylebone",BikePoint,001166,2016-10-25T14:45:08.457Z,5,12,18,51.522029,-0.165842
BikePoints_183,https://api-neon.tfl.gov.uk/Place/BikePoints_183,"Riverlight North, Nine Elms",BikePoint,001165,2016-10-25T14:50:09.387Z,15,9,24,51.482362,-0.136123
BikePoints_184,https://api-neon.tfl.gov.uk/Place/BikePoints_184,"Portland Place, Marylebone",BikePoint,001164,2016-10-25T14:20:04.423Z,19,15,34,51.520715,-0.145211
BikePoints_185,https://api-neon.tfl.gov.uk/Place/BikePoints_185,"Alderney Street, Pimlico",BikePoint,001174,2016-10-25T14:40:08.437Z,3,11,14,51.488057,-0.140741
BikePoints_186,https://api-neon.tfl.gov.uk/Place/BikePoints_186,"South Wharf Road, Paddington",BikePoint,001167,2016-10-25T15:00:12.38Z,1,12,16,51.517335,-0.17581
BikePoints_187,https://api-neon.tfl.gov.uk/Place/BikePoints_187,"Queen's Gate (South), South Kensington",BikePoint,001172,2016-10-25T14:35:06.733Z,22,2,25,51.492479,-0.178433
BikePoints_188,https://api-neon.tfl.gov.uk/Place/BikePoints_188,"Nutford Place, Marylebone",BikePoint,001112,2016-10-25T13:34:56.47Z,11,6,18,51.516517,-0.164393
BikePoints_189,https://api-neon.tfl.gov.uk/Place/BikePoints_189,"Claremont Square, Angel",BikePoint,001104,2016-10-25T14:50:09.387Z,3,15,18,51.531666,-0.109914
BikePoints_190,https://api-neon.tfl.gov.uk/Place/BikePoints_190,"Rampayne Street, Pimlico",BikePoint,001106,2016-10-25T14:10:03.377Z,3,18,21,51.489975,-0.132845
BikePoints_191,https://api-neon.tfl.gov.uk/Place/BikePoints_191,"Hyde Park Corner, Hyde Park",BikePoint,001075,2016-10-25T14:55:10.127Z,1,27,28,51.503117,-0.15352
BikePoints_192,https://api-neon.tfl.gov.uk/Place/BikePoints_192,"Wardour Street, Soho",BikePoint,001163,2016-10-25T14:40:08.437Z,9,7,16,51.512515,-0.133201
BikePoints_193,https://api-neon.tfl.gov.uk/Place/BikePoints_193,"Bankside Mix, Bankside",BikePoint,000963,2016-10-25T14:50:09.387Z,46,12,60,51.505817,-0.100186
BikePoints_194,https://api-neon.tfl.gov.uk/Place/BikePoints_194,"Hop Exchange, The Borough",BikePoint,000960,2016-10-25T14:55:10.127Z,7,41,49,51.504627,-0.091773
BikePoints_195,https://api-neon.tfl.gov.uk/Place/BikePoints_195,"Milroy Walk, South Bank",BikePoint,000959,2016-10-25T14:55:10.127Z,28,1,30,51.507244,-0.106237
BikePoints_196,https://api-neon.tfl.gov.uk/Place/BikePoints_196,"Union Street, The Borough",BikePoint,000961,2016-10-25T14:45:08.457Z,13,3,17,51.503688,-0.098497
BikePoints_197,https://api-neon.tfl.gov.uk/Place/BikePoints_197,"Stamford Street, South Bank",BikePoint,000962,2016-10-25T14:40:08.437Z,5,22,27,51.505569,-0.111606
BikePoints_199,https://api-neon.tfl.gov.uk/Place/BikePoints_199,"Great Tower Street, Monument",BikePoint,001080,2016-10-25T14:55:10.127Z,20,4,24,51.510484,-0.082989
BikePoints_200,https://api-neon.tfl.gov.uk/Place/BikePoints_200,"LMU Commercial Road, Whitechapel",BikePoint,001105,2016-10-25T14:55:10.127Z,1,12,14,51.514924,-0.066078
BikePoints_201,https://api-neon.tfl.gov.uk/Place/BikePoints_201,"Dorset Square, Marylebone",BikePoint,001162,2016-10-25T14:50:09.387Z,3,13,16,51.522596,-0.161113
BikePoints_202,https://api-neon.tfl.gov.uk/Place/BikePoints_202,"Leman Street, Aldgate",BikePoint,001102,2016-10-25T15:00:12.38Z,15,21,37,51.512363,-0.069542
BikePoints_203,https://api-neon.tfl.gov.uk/Place/BikePoints_203,"West Smithfield Rotunda, Farringdon",BikePoint,001040,2016-10-25T14:45:08.457Z,10,5,15,51.518218,-0.100791
BikePoints_204,https://api-neon.tfl.gov.uk/Place/BikePoints_204,"Margery Street, Clerkenwell",BikePoint,003468,2016-10-25T14:05:02.94Z,5,14,19,51.526599,-0.112432
BikePoints_206,https://api-neon.tfl.gov.uk/Place/BikePoints_206,"New Road 1 , Whitechapel",BikePoint,001171,2016-10-25T14:50:09.387Z,5,30,36,51.518154,-0.062697
BikePoints_207,https://api-neon.tfl.gov.uk/Place/BikePoints_207,"Grosvenor Crescent, Belgravia",BikePoint,001169,2016-10-25T15:00:12.38Z,11,7,18,51.501352,-0.153194
BikePoints_208,https://api-neon.tfl.gov.uk/Place/BikePoints_208,"Mallory Street, Marylebone",BikePoint,001175,2016-10-25T11:34:34.49Z,13,7,20,51.525051,-0.166304
BikePoints_209,https://api-neon.tfl.gov.uk/Place/BikePoints_209,"Denyer Street, Knightsbridge",BikePoint,003454,2016-10-25T15:00:12.38Z,9,20,30,51.493583,-0.165101
BikePoints_210,https://api-neon.tfl.gov.uk/Place/BikePoints_210,"Hinde Street, Marylebone",BikePoint,003476,2016-10-25T14:50:09.387Z,2,17,21,51.516814,-0.151926
BikePoints_211,https://api-neon.tfl.gov.uk/Place/BikePoints_211,"Cadogan Place, Knightsbridge",BikePoint,003469,2016-10-25T15:00:12.38Z,16,18,34,51.494645,-0.158105
BikePoints_212,https://api-neon.tfl.gov.uk/Place/BikePoints_212,"Campden Hill Road, Notting Hill",BikePoint,003487,2016-10-25T08:26:32.423Z,0,17,17,51.506584,-0.199004
BikePoints_213,https://api-neon.tfl.gov.uk/Place/BikePoints_213,"Wellington Arch, Hyde Park",BikePoint,001109,2016-10-25T15:00:12.38Z,3,33,36,51.50274,-0.149569
BikePoints_214,https://api-neon.tfl.gov.uk/Place/BikePoints_214,"Endsleigh Gardens, Euston",BikePoint,001079,2016-10-25T14:55:10.127Z,4,27,32,51.526838,-0.130504
BikePoints_215,https://api-neon.tfl.gov.uk/Place/BikePoints_215,"Moorfields, Moorgate",BikePoint,001092,2016-10-25T15:00:12.38Z,49,5,54,51.519069,-0.088285
BikePoints_216,https://api-neon.tfl.gov.uk/Place/BikePoints_216,"Old Brompton Road, South Kensington",BikePoint,003479,2016-10-25T14:10:03.377Z,7,22,30,51.490945,-0.18119
BikePoints_217,https://api-neon.tfl.gov.uk/Place/BikePoints_217,"Wormwood Street, Liverpool Street",BikePoint,002587,2016-10-25T14:55:10.127Z,13,3,16,51.516154,-0.082422
BikePoints_218,https://api-neon.tfl.gov.uk/Place/BikePoints_218,"St. Luke's Church, Chelsea",BikePoint,003486,2016-10-25T14:50:09.387Z,19,1,20,51.489716,-0.170194
BikePoints_219,https://api-neon.tfl.gov.uk/Place/BikePoints_219,"Bramham Gardens, Earl's Court",BikePoint,001183,2016-10-25T15:00:12.38Z,1,27,29,51.490163,-0.190393
BikePoints_220,https://api-neon.tfl.gov.uk/Place/BikePoints_220,"Chelsea Green, Chelsea",BikePoint,001179,2016-10-25T14:50:09.387Z,18,8,27,51.490664,-0.166485
BikePoints_221,https://api-neon.tfl.gov.uk/Place/BikePoints_221,"Horseferry Road, Westminster",BikePoint,001170,2016-10-25T15:00:12.38Z,10,3,16,51.494816,-0.130458
BikePoints_222,https://api-neon.tfl.gov.uk/Place/BikePoints_222,"Knightsbridge, Hyde Park",BikePoint,001101,2016-10-25T15:00:12.38Z,9,34,43,51.502757,-0.155349
BikePoints_223,https://api-neon.tfl.gov.uk/Place/BikePoints_223,"Rodney Road , Walworth",BikePoint,003481,2016-10-25T14:40:08.437Z,0,23,24,51.491484,-0.09022
BikePoints_224,https://api-neon.tfl.gov.uk/Place/BikePoints_224,"Whiteley's, Bayswater",BikePoint,001150,2016-10-25T14:30:06.073Z,9,6,16,51.514769,-0.188129
BikePoints_225,https://api-neon.tfl.gov.uk/Place/BikePoints_225,"Notting Hill Gate Station, Notting Hill",BikePoint,001182,2016-10-25T15:00:12.38Z,4,25,30,51.509353,-0.196422
BikePoints_226,https://api-neon.tfl.gov.uk/Place/BikePoints_226,"Charles II Street, West End",BikePoint,003488,2016-10-25T14:55:10.127Z,20,4,24,51.508446,-0.131961
BikePoints_227,https://api-neon.tfl.gov.uk/Place/BikePoints_227,"Great Percy Street, Clerkenwell",BikePoint,003470,2016-10-25T14:40:08.437Z,3,20,23,51.528915,-0.11548
BikePoints_228,https://api-neon.tfl.gov.uk/Place/BikePoints_228,"St. James's Square, St. James's",BikePoint,001067,2016-10-25T15:00:12.38Z,21,17,40,51.507424,-0.134621
BikePoints_229,https://api-neon.tfl.gov.uk/Place/BikePoints_229,"Whitehall Place, Strand",BikePoint,001151,2016-10-25T15:00:12.38Z,13,10,24,51.506543,-0.123179
BikePoints_230,https://api-neon.tfl.gov.uk/Place/BikePoints_230,"Poured Lines, Bankside",BikePoint,001144,2016-10-25T15:00:12.38Z,24,6,31,51.506692,-0.103137
BikePoints_231,https://api-neon.tfl.gov.uk/Place/BikePoints_231,"Queen's Gate (Central), South Kensington",BikePoint,001089,2016-10-25T14:50:09.387Z,14,17,31,51.493967,-0.178732
BikePoints_233,https://api-neon.tfl.gov.uk/Place/BikePoints_233,"Pall Mall East, West End",BikePoint,001153,2016-10-25T15:00:12.38Z,20,2,22,51.50777,-0.130699
BikePoints_234,https://api-neon.tfl.gov.uk/Place/BikePoints_234,"Liverpool Road (N1 Centre), Angel",BikePoint,001081,2016-10-25T14:05:02.94Z,13,11,24,51.534504,-0.106992
BikePoints_235,https://api-neon.tfl.gov.uk/Place/BikePoints_235,"Kennington Road  , Vauxhall",BikePoint,001154,2016-10-25T14:35:06.733Z,24,9,36,51.495718,-0.110889
BikePoints_236,https://api-neon.tfl.gov.uk/Place/BikePoints_236,"Fashion Street, Whitechapel",BikePoint,003483,2016-10-25T15:00:12.38Z,27,2,30,51.51838,-0.073438
BikePoints_237,https://api-neon.tfl.gov.uk/Place/BikePoints_237,"Dock Street, Wapping",BikePoint,003467,2016-10-25T14:55:10.127Z,17,12,30,51.509786,-0.068161
BikePoints_238,https://api-neon.tfl.gov.uk/Place/BikePoints_238,"Frampton Street, Paddington",BikePoint,001099,2016-10-25T14:40:08.437Z,18,13,32,51.523353,-0.175116
BikePoints_239,https://api-neon.tfl.gov.uk/Place/BikePoints_239,"Warren Street Station, Euston",BikePoint,001090,2016-10-25T15:00:12.38Z,19,7,26,51.524438,-0.138019
BikePoints_240,https://api-neon.tfl.gov.uk/Place/BikePoints_240,"Colombo Street, Southwark",BikePoint,003472,2016-10-25T14:00:00.977Z,9,5,14,51.505459,-0.105692
BikePoints_242,https://api-neon.tfl.gov.uk/Place/BikePoints_242,"Beaumont Street, Marylebone",BikePoint,003482,2016-10-25T15:00:12.38Z,4,19,23,51.522008,-0.151359
BikePoints_243,https://api-neon.tfl.gov.uk/Place/BikePoints_243,"Gloucester Street, Pimlico",BikePoint,001103,2016-10-25T14:55:10.127Z,19,6,25,51.490962,-0.139625
BikePoints_244,https://api-neon.tfl.gov.uk/Place/BikePoints_244,"Earnshaw Street , Covent Garden",BikePoint,001145,2016-10-25T15:00:12.38Z,14,4,18,51.516118,-0.128585
BikePoints_245,https://api-neon.tfl.gov.uk/Place/BikePoints_245,"Grosvenor Road, Pimlico",BikePoint,001140,2016-10-25T15:00:12.38Z,21,7,29,51.485357,-0.142207
BikePoints_246,https://api-neon.tfl.gov.uk/Place/BikePoints_246,"Berry Street, Clerkenwell",BikePoint,001159,2016-10-25T15:00:12.38Z,33,7,41,51.522853,-0.099994
BikePoints_247,https://api-neon.tfl.gov.uk/Place/BikePoints_247,"St. John's Wood Church, The Regent's Park",BikePoint,001091,2016-10-25T15:00:12.38Z,5,44,50,51.530052,-0.168314
BikePoints_248,https://api-neon.tfl.gov.uk/Place/BikePoints_248,"Triangle Car Park, Hyde Park",BikePoint,001088,2016-10-25T15:00:12.38Z,2,18,27,51.506451,-0.170279
BikePoints_249,https://api-neon.tfl.gov.uk/Place/BikePoints_249,"Harper Road, The Borough",BikePoint,001137,2016-10-25T13:55:00.73Z,21,20,42,51.498597,-0.096191
BikePoints_250,https://api-neon.tfl.gov.uk/Place/BikePoints_250,"Royal Avenue 1, Chelsea",BikePoint,003440,2016-10-25T14:45:08.457Z,3,6,10,51.489932,-0.162727
BikePoints_251,https://api-neon.tfl.gov.uk/Place/BikePoints_251,"Brushfield Street, Liverpool Street",BikePoint,001161,2016-10-25T15:00:12.38Z,22,11,34,51.518908,-0.079249
BikePoints_252,https://api-neon.tfl.gov.uk/Place/BikePoints_252,"Jubilee Gardens, South Bank",BikePoint,001111,2016-10-25T14:50:09.387Z,5,25,30,51.504636,-0.116542
BikePoints_253,https://api-neon.tfl.gov.uk/Place/BikePoints_253,"Shoreditch Park, Hoxton",BikePoint,001051,2016-10-25T14:55:10.127Z,4,25,30,51.534042,-0.086379
BikePoints_254,https://api-neon.tfl.gov.uk/Place/BikePoints_254,"Chadwell Street, Angel",BikePoint,003471,2016-10-25T14:45:08.457Z,8,9,18,51.530515,-0.106408
BikePoints_255,https://api-neon.tfl.gov.uk/Place/BikePoints_255,"Clifton Road, Maida Vale",BikePoint,001147,2016-10-25T15:00:12.38Z,14,8,22,51.525575,-0.179592
BikePoints_256,https://api-neon.tfl.gov.uk/Place/BikePoints_256,"Houghton Street, Strand",BikePoint,003484,2016-10-25T14:55:10.127Z,14,1,15,51.51362,-0.116764
BikePoints_257,https://api-neon.tfl.gov.uk/Place/BikePoints_257,"Westminster University, Marylebone",BikePoint,001194,2016-10-25T13:09:49.34Z,8,6,16,51.522481,-0.154907
BikePoints_258,https://api-neon.tfl.gov.uk/Place/BikePoints_258,"Kensington Gore, Knightsbridge",BikePoint,001193,2016-10-25T14:15:04.707Z,20,3,23,51.501432,-0.178656
BikePoints_260,https://api-neon.tfl.gov.uk/Place/BikePoints_260,"Broadwick Street, Soho",BikePoint,003489,2016-10-25T14:25:06.257Z,7,10,18,51.513684,-0.13558
BikePoints_261,https://api-neon.tfl.gov.uk/Place/BikePoints_261,"Princes Square, Bayswater",BikePoint,003491,2016-10-25T14:35:06.733Z,2,12,15,51.513489,-0.191351
BikePoints_262,https://api-neon.tfl.gov.uk/Place/BikePoints_262,"LSBU (Borough Road), Elephant & Castle",BikePoint,001095,2016-10-25T14:15:04.707Z,23,12,35,51.498744,-0.103132
BikePoints_263,https://api-neon.tfl.gov.uk/Place/BikePoints_263,"St. Mary Axe, Aldgate",BikePoint,001184,2016-10-25T14:50:09.387Z,19,2,21,51.514225,-0.08066
BikePoints_264,https://api-neon.tfl.gov.uk/Place/BikePoints_264,"Tysoe Street, Clerkenwell",BikePoint,001146,2016-10-25T15:00:12.38Z,12,7,20,51.526443,-0.109256
BikePoints_265,https://api-neon.tfl.gov.uk/Place/BikePoints_265,"Southwick Street, Paddington",BikePoint,003490,2016-10-25T15:00:12.38Z,2,14,17,51.515953,-0.169249
BikePoints_266,https://api-neon.tfl.gov.uk/Place/BikePoints_266,"Queen's Gate (North), Kensington",BikePoint,001204,2016-10-25T14:45:08.457Z,38,2,41,51.501026,-0.180246
BikePoints_267,https://api-neon.tfl.gov.uk/Place/BikePoints_267,"Regency Street, Westminster",BikePoint,001155,2016-10-25T13:14:49.33Z,18,4,22,51.49206,-0.132224
BikePoints_268,https://api-neon.tfl.gov.uk/Place/BikePoints_268,"Belgrave Road, Victoria",BikePoint,001087,2016-10-25T14:45:08.457Z,22,7,29,51.493204,-0.144132
BikePoints_269,https://api-neon.tfl.gov.uk/Place/BikePoints_269,"Empire Square, The Borough",BikePoint,001209,2016-10-25T15:00:12.38Z,14,32,46,51.500823,-0.08974
BikePoints_270,https://api-neon.tfl.gov.uk/Place/BikePoints_270,"Kennington Lane Rail Bridge, Vauxhall",BikePoint,001190,2016-10-25T15:00:12.38Z,13,18,31,51.486343,-0.122492
BikePoints_271,https://api-neon.tfl.gov.uk/Place/BikePoints_271,"London Zoo,  The Regent's Park",BikePoint,001136,2016-10-25T14:00:00.977Z,12,19,32,51.535836,-0.156285
BikePoints_272,https://api-neon.tfl.gov.uk/Place/BikePoints_272,"Baylis Road, Waterloo",BikePoint,001133,2016-10-25T15:00:12.38Z,8,14,22,51.501444,-0.110699
BikePoints_273,https://api-neon.tfl.gov.uk/Place/BikePoints_273,"Belvedere Road 1, South Bank",BikePoint,001186,2016-10-25T14:55:10.127Z,8,30,38,51.506133,-0.114686
BikePoints_274,https://api-neon.tfl.gov.uk/Place/BikePoints_274,"Warwick Road, Olympia",BikePoint,001134,2016-10-25T15:00:12.38Z,16,19,36,51.496712,-0.205284
BikePoints_275,https://api-neon.tfl.gov.uk/Place/BikePoints_275,"Barbican Centre, Barbican",BikePoint,001191,2016-10-25T14:15:04.707Z,17,2,19,51.520044,-0.092176
BikePoints_276,https://api-neon.tfl.gov.uk/Place/BikePoints_276,"Lower Thames Street, Monument",BikePoint,001098,2016-10-25T14:10:03.377Z,24,0,24,51.509301,-0.084985
BikePoints_277,https://api-neon.tfl.gov.uk/Place/BikePoints_277,"Kensington Church Street, Kensington",BikePoint,001143,2016-10-25T14:55:10.127Z,7,9,17,51.503157,-0.191496
BikePoints_278,https://api-neon.tfl.gov.uk/Place/BikePoints_278,"Tooley Street, Bermondsey",BikePoint,001142,2016-10-25T14:35:06.733Z,14,2,17,51.503493,-0.07962
BikePoints_279,https://api-neon.tfl.gov.uk/Place/BikePoints_279,"North Wharf Road, Paddington",BikePoint,001108,2016-10-25T13:39:58.18Z,7,17,25,51.518622,-0.176645
BikePoints_280,https://api-neon.tfl.gov.uk/Place/BikePoints_280,"Royal Avenue 2, Chelsea",BikePoint,003462,2016-10-25T14:40:08.437Z,0,10,10,51.490083,-0.162418
BikePoints_281,https://api-neon.tfl.gov.uk/Place/BikePoints_281,"Smith Square, Westminster",BikePoint,003480,2016-10-25T14:50:09.387Z,13,5,18,51.495805,-0.127575
BikePoints_282,https://api-neon.tfl.gov.uk/Place/BikePoints_282,"Royal London Hospital, Whitechapel",BikePoint,001077,2016-10-25T14:45:08.457Z,12,23,36,51.519064,-0.059642
BikePoints_284,https://api-neon.tfl.gov.uk/Place/BikePoints_284,"Lambeth North Station, Waterloo",BikePoint,001117,2016-10-25T14:50:09.387Z,8,12,20,51.49914,-0.112031
BikePoints_286,https://api-neon.tfl.gov.uk/Place/BikePoints_286,"St. John's Wood Road, St. John's Wood",BikePoint,001187,2016-10-25T14:55:10.127Z,15,20,35,51.527294,-0.174653
BikePoints_287,https://api-neon.tfl.gov.uk/Place/BikePoints_287,"Bedford Way, Bloomsbury",BikePoint,001156,2016-10-25T14:35:06.733Z,17,3,23,51.523673,-0.128377
BikePoints_288,https://api-neon.tfl.gov.uk/Place/BikePoints_288,"Elizabeth Bridge, Victoria",BikePoint,001138,2016-10-25T14:50:09.387Z,23,11,34,51.492369,-0.147478
BikePoints_289,https://api-neon.tfl.gov.uk/Place/BikePoints_289,"South Audley Street, Mayfair",BikePoint,003493,2016-10-25T15:00:12.38Z,9,6,15,51.50923,-0.151296
BikePoints_290,https://api-neon.tfl.gov.uk/Place/BikePoints_290,"Winsland Street, Paddington",BikePoint,003496,2016-10-25T15:00:12.38Z,1,12,15,51.51678,-0.175488
BikePoints_291,https://api-neon.tfl.gov.uk/Place/BikePoints_291,"Claverton Street, Pimlico",BikePoint,001135,2016-10-25T13:44:58.347Z,12,20,32,51.484839,-0.138089
BikePoints_292,https://api-neon.tfl.gov.uk/Place/BikePoints_292,"Montpelier Street, Knightsbridge",BikePoint,001206,2016-10-25T15:00:12.38Z,2,14,16,51.498884,-0.165471
BikePoints_293,https://api-neon.tfl.gov.uk/Place/BikePoints_293,"Kensington Olympia Station, Olympia",BikePoint,001214,2016-10-25T14:55:10.127Z,2,23,25,51.498157,-0.209494
BikePoints_294,https://api-neon.tfl.gov.uk/Place/BikePoints_294,"St. George's Square, Pimlico",BikePoint,001195,2016-10-25T14:55:10.127Z,13,3,16,51.488226,-0.135635
BikePoints_295,https://api-neon.tfl.gov.uk/Place/BikePoints_295,"Swan Street, The Borough",BikePoint,001216,2016-10-25T14:50:09.387Z,13,14,27,51.500296,-0.092762
BikePoints_296,https://api-neon.tfl.gov.uk/Place/BikePoints_296,"Knaresborough Place, Earl's Court",BikePoint,200069,2016-10-25T14:55:10.127Z,3,15,18,51.493631,-0.190603
BikePoints_297,https://api-neon.tfl.gov.uk/Place/BikePoints_297,"Geraldine Street, Elephant & Castle",BikePoint,003498,2016-10-25T10:34:26.297Z,9,8,17,51.496127,-0.106
BikePoints_298,https://api-neon.tfl.gov.uk/Place/BikePoints_298,"Curlew Street, Shad Thames",BikePoint,001213,2016-10-25T15:00:12.38Z,1,20,21,51.502279,-0.074189
BikePoints_299,https://api-neon.tfl.gov.uk/Place/BikePoints_299,"Vincent Square, Westminster",BikePoint,001196,2016-10-25T13:29:55.473Z,13,5,19,51.493985,-0.136928
BikePoints_300,https://api-neon.tfl.gov.uk/Place/BikePoints_300,"Serpentine Car Park, Hyde Park",BikePoint,001217,2016-10-25T14:40:08.437Z,1,15,16,51.505013,-0.172729
BikePoints_301,https://api-neon.tfl.gov.uk/Place/BikePoints_301,"Marylebone Lane, Marylebone",BikePoint,001152,2016-10-25T14:40:08.437Z,22,2,24,51.514759,-0.148105
BikePoints_302,https://api-neon.tfl.gov.uk/Place/BikePoints_302,"Putney Pier, Wandsworth",BikePoint,003492,2016-10-25T14:45:08.457Z,20,8,28,51.466907,-0.216573
BikePoints_303,https://api-neon.tfl.gov.uk/Place/BikePoints_303,"Albert Gate, Hyde Park",BikePoint,001132,2016-10-25T15:00:12.38Z,12,16,28,51.502953,-0.158456
BikePoints_305,https://api-neon.tfl.gov.uk/Place/BikePoints_305,"Kennington Lane Tesco, Vauxhall",BikePoint,001168,2016-10-25T15:00:12.38Z,8,7,15,51.486779,-0.115853
BikePoints_306,https://api-neon.tfl.gov.uk/Place/BikePoints_306,"Rathbone Street, Fitzrovia ",BikePoint,003497,2016-10-25T14:50:09.387Z,8,8,16,51.518162,-0.135025
BikePoints_307,https://api-neon.tfl.gov.uk/Place/BikePoints_307,"Black Lion Gate, Kensington Gardens",BikePoint,001157,2016-10-25T15:00:12.38Z,9,13,24,51.509908,-0.187842
BikePoints_308,https://api-neon.tfl.gov.uk/Place/BikePoints_308,"Long Lane , Bermondsey",BikePoint,001189,2016-10-25T14:05:02.94Z,5,15,20,51.499075,-0.085666
BikePoints_309,https://api-neon.tfl.gov.uk/Place/BikePoints_309,"Embankment (Savoy), Strand",BikePoint,001192,2016-10-25T14:40:08.437Z,38,3,41,51.509631,-0.119047
