id,url,commonName,placeType,bikePointsNo,timeModified,nFilledDocks,nEmptyDocks,nTotalDocks,lat,lon
BikePoints_310,https://api-neon.tfl.gov.uk/Place/BikePoints_310,"Black Prince Road, Vauxhall",BikePoint,001205,2016-10-25T14:50:09.387Z,5,14,19,51.490867,-0.116911
BikePoints_312,https://api-neon.tfl.gov.uk/Place/BikePoints_312,"Grove End Road, St. John's Wood",BikePoint,001130,2016-10-25T13:55:00.73Z,12,8,20,51.530889,-0.17677
BikePoints_313,https://api-neon.tfl.gov.uk/Place/BikePoints_313,"Wells Street, Fitzrovia ",BikePoint,003495,2016-10-25T14:50:09.387Z,29,8,38,51.517344,-0.138072
BikePoints_314,https://api-neon.tfl.gov.uk/Place/BikePoints_314,"Tyers Gate, Bermondsey",BikePoint,003485,2016-10-25T14:45:08.457Z,24,12,36,51.500889,-0.083159
BikePoints_315,https://api-neon.tfl.gov.uk/Place/BikePoints_315,"The Tennis Courts, The Regent's Park",BikePoint,001199,2016-10-25T14:35:06.733Z,8,8,16,51.525367,-0.153463
BikePoints_316,https://api-neon.tfl.gov.uk/Place/BikePoints_316,"Cardinal Place, Victoria",BikePoint,000968,2016-10-25T14:50:09.387Z,11,13,24,51.497684,-0.141943
BikePoints_317,https://api-neon.tfl.gov.uk/Place/BikePoints_317,"Dickens Square, Borough",BikePoint,001208,2016-10-25T14:40:08.437Z,31,1,32,51.496791,-0.093913
BikePoints_318,https://api-neon.tfl.gov.uk/Place/BikePoints_318,"Sackville Street, Mayfair",BikePoint,001197,2016-10-25T14:35:06.733Z,11,6,18,51.510048,-0.138846
BikePoints_319,https://api-neon.tfl.gov.uk/Place/BikePoints_319,"Baldwin Street, St. Luke's",BikePoint,003500,2016-10-25T14:40:08.437Z,1,20,21,51.527025,-0.088542
BikePoints_320,https://api-neon.tfl.gov.uk/Place/BikePoints_320,"Queen Mother Sports Centre, Victoria",BikePoint,001148,2016-10-25T15:00:12.38Z,13,12,26,51.493573,-0.139956
BikePoints_321,https://api-neon.tfl.gov.uk/Place/BikePoints_321,"Bermondsey Street, Bermondsey",BikePoint,002637,2016-10-25T15:00:12.38Z,9,14,24,51.497855,-0.081608
BikePoints_322,https://api-neon.tfl.gov.uk/Place/BikePoints_322,"Palissy Street, Shoreditch",BikePoint,003502,2016-10-25T13:14:49.33Z,4,22,26,51.526293,-0.073955
BikePoints_323,https://api-neon.tfl.gov.uk/Place/BikePoints_323,"Clifton Street, Shoreditch",BikePoint,003501,2016-10-25T15:00:12.38Z,20,4,24,51.523196,-0.083067
BikePoints_324,https://api-neon.tfl.gov.uk/Place/BikePoints_324,"Ontario Street, Elephant & Castle",BikePoint,001200,2016-10-25T14:10:03.377Z,14,0,15,51.49652,-0.101384
BikePoints_325,https://api-neon.tfl.gov.uk/Place/BikePoints_325,"St. Martin's Street, West End",BikePoint,001158,2016-10-25T15:00:12.38Z,14,3,18,51.509087,-0.129697
BikePoints_326,https://api-neon.tfl.gov.uk/Place/BikePoints_326,"Graham Street, Angel",BikePoint,001131,2016-10-25T14:55:10.127Z,6,19,26,51.532661,-0.099981
BikePoints_327,https://api-neon.tfl.gov.uk/Place/BikePoints_327,"New North Road 1, Hoxton",BikePoint,001128,2016-10-25T14:50:09.387Z,9,13,22,51.53095,-0.085603
BikePoints_328,https://api-neon.tfl.gov.uk/Place/BikePoints_328,"New North Road 2, Hoxton",BikePoint,002641,2016-10-25T15:00:12.38Z,7,15,22,51.53114,-0.086016
BikePoints_329,https://api-neon.tfl.gov.uk/Place/BikePoints_329,"Prince Albert Road, The Regent's Park",BikePoint,002636,2016-10-25T15:00:12.38Z,6,17,24,51.535892,-0.160854
BikePoints_330,https://api-neon.tfl.gov.uk/Place/BikePoints_330,"Eastbourne Mews, Paddington",BikePoint,001203,2016-10-25T14:45:08.457Z,18,16,34,51.516417,-0.179135
BikePoints_331,https://api-neon.tfl.gov.uk/Place/BikePoints_331,"Bunhill Row, Moorgate",BikePoint,001211,2016-10-25T14:55:10.127Z,24,6,30,51.520858,-0.089887
BikePoints_332,https://api-neon.tfl.gov.uk/Place/BikePoints_332,"Nevern Place, Earl's Court",BikePoint,001210,2016-10-25T14:50:09.387Z,2,18,20,51.493343,-0.194757
BikePoints_333,https://api-neon.tfl.gov.uk/Place/BikePoints_333,"Palace Gardens Terrace, Notting Hill",BikePoint,002633,2016-10-25T15:00:12.38Z,13,22,37,51.508605,-0.193764
BikePoints_334,https://api-neon.tfl.gov.uk/Place/BikePoints_334,"Concert Hall Approach 1, South Bank",BikePoint,002635,2016-10-25T15:00:12.38Z,0,10,10,51.505044,-0.115851
BikePoints_335,https://api-neon.tfl.gov.uk/Place/BikePoints_335,"Tavistock Street, Covent Garden",BikePoint,001207,2016-10-25T14:50:09.387Z,29,2,33,51.511968,-0.120718
BikePoints_336,https://api-neon.tfl.gov.uk/Place/BikePoints_336,"Concert Hall Approach 2, South Bank",BikePoint,001212,2016-10-25T14:45:08.457Z,2,16,18,51.504942,-0.115533
BikePoints_337,https://api-neon.tfl.gov.uk/Place/BikePoints_337,"Pembridge Villas, Notting Hill",BikePoint,002589,2016-10-25T13:09:49.34Z,0,16,16,51.511084,-0.197524
BikePoints_339,https://api-neon.tfl.gov.uk/Place/BikePoints_339,"Risinghill Street, Angel",BikePoint,001127,2016-10-25T14:40:08.437Z,0,25,25,51.533319,-0.111781
BikePoints_340,https://api-neon.tfl.gov.uk/Place/BikePoints_340,"Bank of England Museum, Bank",BikePoint,001201,2016-10-25T15:00:12.38Z,3,12,16,51.514441,-0.087587
BikePoints_341,https://api-neon.tfl.gov.uk/Place/BikePoints_341,"Craven Street, Strand",BikePoint,001160,2016-10-25T15:00:12.38Z,2,20,23,51.508103,-0.126021
BikePoints_343,https://api-neon.tfl.gov.uk/Place/BikePoints_343,"London Zoo Car Park, The Regent's Park",BikePoint,001188,2016-10-25T14:35:06.733Z,10,26,36,51.536922,-0.150181
BikePoints_344,https://api-neon.tfl.gov.uk/Place/BikePoints_344,"Goswell Road (City Uni), Finsbury",BikePoint,001222,2016-10-25T14:55:10.127Z,7,10,17,51.528246,-0.101026
BikePoints_345,https://api-neon.tfl.gov.uk/Place/BikePoints_345,"Flood Street, Chelsea",BikePoint,001218,2016-10-25T14:45:08.457Z,32,1,33,51.488023,-0.166878
BikePoints_347,https://api-neon.tfl.gov.uk/Place/BikePoints_347,"Lower Marsh, Waterloo",BikePoint,001219,2016-10-25T14:55:10.127Z,6,11,17,51.500139,-0.113936
BikePoints_348,https://api-neon.tfl.gov.uk/Place/BikePoints_348,"Grosvenor Square, Mayfair",BikePoint,010627,2016-10-25T14:50:09.387Z,14,3,17,51.51217,-0.150481
BikePoints_349,https://api-neon.tfl.gov.uk/Place/BikePoints_349,"St. George Street, Mayfair",BikePoint,001221,2016-10-25T11:34:34.49Z,18,0,18,51.51196,-0.142783
BikePoints_350,https://api-neon.tfl.gov.uk/Place/BikePoints_350,"Queen's Gate, Kensington Gardens",BikePoint,001231,2016-10-25T14:45:08.457Z,4,15,21,51.501715,-0.179854
BikePoints_351,https://api-neon.tfl.gov.uk/Place/BikePoints_351,"Macclesfield Rd, St Lukes",BikePoint,001226,2016-10-25T14:35:06.733Z,9,19,28,51.529423,-0.097122
BikePoints_352,https://api-neon.tfl.gov.uk/Place/BikePoints_352,"Vauxhall Street, Vauxhall",BikePoint,001224,2016-10-25T13:04:47.213Z,4,14,19,51.486965,-0.116625
BikePoints_353,https://api-neon.tfl.gov.uk/Place/BikePoints_353,"Greycoat Street , Westminster",BikePoint,010623,2016-10-25T14:00:00.977Z,0,17,17,51.494591,-0.134234
BikePoints_354,https://api-neon.tfl.gov.uk/Place/BikePoints_354,"Northumberland Avenue, Strand",BikePoint,001097,2016-10-25T14:30:06.073Z,16,20,37,51.506767,-0.123702
BikePoints_355,https://api-neon.tfl.gov.uk/Place/BikePoints_355,"Oval Way, Vauxhall",BikePoint,002694,2016-10-25T14:30:06.073Z,15,6,21,51.486575,-0.117286
BikePoints_356,https://api-neon.tfl.gov.uk/Place/BikePoints_356,"South Kensington Station, South Kensington",BikePoint,002685,2016-10-25T14:50:09.387Z,9,5,15,51.494412,-0.173881
BikePoints_357,https://api-neon.tfl.gov.uk/Place/BikePoints_357,"Howland Street, Fitzrovia",BikePoint,002691,2016-10-25T14:30:06.073Z,16,14,30,51.520994,-0.139016
BikePoints_358,https://api-neon.tfl.gov.uk/Place/BikePoints_358,"High Holborn , Covent Garden",BikePoint,001229,2016-10-25T12:14:39.47Z,19,0,20,51.516226,-0.124826
BikePoints_359,https://api-neon.tfl.gov.uk/Place/BikePoints_359,"Butler Place, Westminster",BikePoint,002662,2016-10-25T15:00:12.38Z,11,7,18,51.497829,-0.13544
BikePoints_360,https://api-neon.tfl.gov.uk/Place/BikePoints_360,"Howick Place, Westminster",BikePoint,002666,2016-10-25T15:00:12.38Z,12,13,27,51.496753,-0.138733
BikePoints_361,https://api-neon.tfl.gov.uk/Place/BikePoints_361,"Waterloo Station 2, Waterloo",BikePoint,002692,2016-10-25T14:35:06.733Z,1,53,55,51.503919,-0.113426
BikePoints_362,https://api-neon.tfl.gov.uk/Place/BikePoints_362,"Royal College Street, Camden Town",BikePoint,002686,2016-10-25T14:50:09.387Z,17,40,57,51.536264,-0.133952
BikePoints_363,https://api-neon.tfl.gov.uk/Place/BikePoints_363,"Lord's, St. John's Wood",BikePoint,002665,2016-10-25T14:45:08.457Z,19,5,24,51.529121,-0.171185
BikePoints_364,https://api-neon.tfl.gov.uk/Place/BikePoints_364,"Alfred Place, Bloomsbury",BikePoint,003507,2016-10-25T14:55:10.127Z,39,2,41,51.519656,-0.132339
BikePoints_365,https://api-neon.tfl.gov.uk/Place/BikePoints_365,"City Road, Angel",BikePoint,002690,2016-10-25T14:40:08.437Z,3,44,47,51.530344,-0.100168
BikePoints_366,https://api-neon.tfl.gov.uk/Place/BikePoints_366,"Millennium Hotel, Mayfair",BikePoint,001230,2016-10-25T15:00:12.38Z,25,2,27,51.510919,-0.151126
BikePoints_367,https://api-neon.tfl.gov.uk/Place/BikePoints_367,"Harrowby Street, Marylebone",BikePoint,002680,2016-10-25T14:45:08.457Z,3,12,16,51.517372,-0.164207
BikePoints_368,https://api-neon.tfl.gov.uk/Place/BikePoints_368,"Harriet Street, Knightsbridge",BikePoint,002681,2016-10-25T14:25:06.257Z,16,8,25,51.500241,-0.15934
BikePoints_370,https://api-neon.tfl.gov.uk/Place/BikePoints_370,"Paddington Green, Paddington",BikePoint,002670,2016-10-25T14:45:08.457Z,11,9,20,51.520205,-0.174593
BikePoints_371,https://api-neon.tfl.gov.uk/Place/BikePoints_371,"King Edward Walk, Waterloo",BikePoint,002639,2016-10-25T14:40:08.437Z,10,11,22,51.49775,-0.10988
BikePoints_372,https://api-neon.tfl.gov.uk/Place/BikePoints_372,"Sardinia Street, Holborn",BikePoint,002649,2016-10-25T15:00:12.38Z,23,1,24,51.515208,-0.117863
BikePoints_373,https://api-neon.tfl.gov.uk/Place/BikePoints_373,"Prince Consort Road, Knightsbridge",BikePoint,003499,2016-10-25T14:50:09.387Z,2,16,18,51.499806,-0.176415
BikePoints_374,https://api-neon.tfl.gov.uk/Place/BikePoints_374,"Waterloo Station 1, Waterloo",BikePoint,002696,2016-10-25T15:00:12.38Z,2,33,36,51.504027,-0.113864
BikePoints_375,https://api-neon.tfl.gov.uk/Place/BikePoints_375,"Kensington Town Hall, Kensington",BikePoint,010632,2016-10-25T10:59:28.4Z,0,18,18,51.501945,-0.194392
BikePoints_376,https://api-neon.tfl.gov.uk/Place/BikePoints_376,"Millbank Tower, Pimlico",BikePoint,002683,2016-10-25T14:00:00.977Z,11,13,24,51.491884,-0.125674
BikePoints_377,https://api-neon.tfl.gov.uk/Place/BikePoints_377,"Waterloo Bridge, South Bank",BikePoint,002648,2016-10-25T14:55:10.127Z,2,13,15,51.505354,-0.113656
BikePoints_378,https://api-neon.tfl.gov.uk/Place/BikePoints_378,"Natural History Museum, South Kensington",BikePoint,002677,2016-10-25T15:00:12.38Z,35,6,42,51.495592,-0.179077
BikePoints_379,https://api-neon.tfl.gov.uk/Place/BikePoints_379,"Turquoise Island, Notting Hill",BikePoint,002682,2016-10-25T14:55:10.127Z,7,14,21,51.514311,-0.200838
BikePoints_380,https://api-neon.tfl.gov.uk/Place/BikePoints_380,"Stanhope Gate, Mayfair",BikePoint,003506,2016-10-25T14:55:10.127Z,17,4,21,51.506864,-0.150666
BikePoints_381,https://api-neon.tfl.gov.uk/Place/BikePoints_381,"Charlotte Street, Fitzrovia",BikePoint,002669,2016-10-25T14:40:08.437Z,3,11,14,51.51953,-0.135777
BikePoints_382,https://api-neon.tfl.gov.uk/Place/BikePoints_382,"Farm Street, Mayfair",BikePoint,002678,2016-10-25T14:45:08.457Z,9,5,15,51.509351,-0.147449
BikePoints_383,https://api-neon.tfl.gov.uk/Place/BikePoints_383,"Frith Street, Soho",BikePoint,002660,2016-10-25T14:50:09.387Z,10,7,18,51.513103,-0.131213
BikePoints_384,https://api-neon.tfl.gov.uk/Place/BikePoints_384,"Marloes Road, Kensington",BikePoint,003505,2016-10-25T14:45:08.457Z,0,15,15,51.496481,-0.192404
BikePoints_386,https://api-neon.tfl.gov.uk/Place/BikePoints_386,"Moor Street, Soho",BikePoint,003504,2016-10-25T15:00:12.38Z,11,4,16,51.513527,-0.13011
BikePoints_387,https://api-neon.tfl.gov.uk/Place/BikePoints_387,"Fire Brigade Pier, Vauxhall",BikePoint,002703,2016-10-25T15:00:12.38Z,24,6,30,51.493699,-0.121394
BikePoints_388,https://api-neon.tfl.gov.uk/Place/BikePoints_388,"Southampton Street, Strand",BikePoint,001228,2016-10-25T15:00:12.38Z,7,6,14,51.510701,-0.121723
BikePoints_389,https://api-neon.tfl.gov.uk/Place/BikePoints_389,"Upper Grosvenor Street, Mayfair",BikePoint,010621,2016-10-25T14:50:09.387Z,6,11,18,51.51013,-0.155757
BikePoints_390,https://api-neon.tfl.gov.uk/Place/BikePoints_390,"Buxton Street 1, Shoreditch",BikePoint,001223,2016-10-25T14:55:10.127Z,6,34,41,51.521776,-0.068856
BikePoints_391,https://api-neon.tfl.gov.uk/Place/BikePoints_391,"Clifford Street, Mayfair",BikePoint,002688,2016-10-25T14:45:08.457Z,18,9,27,51.510662,-0.142345
BikePoints_392,https://api-neon.tfl.gov.uk/Place/BikePoints_392,"Imperial College, Knightsbridge",BikePoint,001220,2016-10-25T15:00:12.38Z,20,1,21,51.499428,-0.179702
BikePoints_393,https://api-neon.tfl.gov.uk/Place/BikePoints_393,"Snow Hill, Farringdon",BikePoint,002699,2016-10-25T14:50:09.387Z,3,12,15,51.517334,-0.103604
BikePoints_394,https://api-neon.tfl.gov.uk/Place/BikePoints_394,"Aberdeen Place, St. John's Wood",BikePoint,002698,2016-10-25T15:00:12.38Z,3,14,18,51.524826,-0.176268
BikePoints_395,https://api-neon.tfl.gov.uk/Place/BikePoints_395,"Cadogan Gardens, Chelsea",BikePoint,002695,2016-10-25T15:00:12.38Z,15,0,15,51.492462,-0.159919
BikePoints_396,https://api-neon.tfl.gov.uk/Place/BikePoints_396,"Shouldham Street, Marylebone",BikePoint,002693,2016-10-25T14:00:00.977Z,6,9,16,51.51809,-0.163609
BikePoints_397,https://api-neon.tfl.gov.uk/Place/BikePoints_397,"Devonshire Terrace, Bayswater",BikePoint,001227,2016-10-25T14:40:08.437Z,9,6,16,51.51348,-0.17977
BikePoints_398,https://api-neon.tfl.gov.uk/Place/BikePoints_398,"Holland Park, Kensington",BikePoint,010631,2016-10-25T14:30:06.073Z,18,11,30,51.502319,-0.200742
BikePoints_399,https://api-neon.tfl.gov.uk/Place/BikePoints_399,"Brick Lane Market, Shoreditch",BikePoint,002687,2016-10-25T14:40:08.437Z,9,14,24,51.522617,-0.071653
BikePoints_400,https://api-neon.tfl.gov.uk/Place/BikePoints_400,"George Street, Marylebone",BikePoint,001225,2016-10-25T14:45:08.457Z,16,10,27,51.517703,-0.154106
BikePoints_401,https://api-neon.tfl.gov.uk/Place/BikePoints_401,"Columbia Road, Shoreditch",BikePoint,002701,2016-10-25T15:00:12.38Z,2,22,24,51.528187,-0.075375
BikePoints_402,https://api-neon.tfl.gov.uk/Place/BikePoints_402,"Penfold Street, Marylebone",BikePoint,010625,2016-10-25T14:40:08.437Z,5,8,15,51.522892,-0.171681
BikePoints_403,https://api-neon.tfl.gov.uk/Place/BikePoints_403,"George Place Mews, Marylebone",BikePoint,010630,2016-10-25T14:30:06.073Z,6,10,16,51.516892,-0.158249
BikePoints_404,https://api-neon.tfl.gov.uk/Place/BikePoints_404,"Palace Gate, Kensington Gardens",BikePoint,001110,2016-10-25T14:45:08.457Z,5,8,13,51.502042,-0.1844
BikePoints_405,https://api-neon.tfl.gov.uk/Place/BikePoints_405,"Gloucester Road Station, South Kensington",BikePoint,001107,2016-10-25T14:40:08.437Z,0,14,15,51.494185,-0.18267
BikePoints_408,https://api-neon.tfl.gov.uk/Place/BikePoints_408,"Paddington Green Police Station, Paddington",BikePoint,001129,2016-10-25T15:00:12.38Z,11,29,40,51.519943,-0.170704
BikePoints_409,https://api-neon.tfl.gov.uk/Place/BikePoints_409,"Strata, Elephant & Castle",BikePoint,010624,2016-10-25T14:35:06.733Z,14,27,41,51.493146,-0.099828
BikePoints_410,https://api-neon.tfl.gov.uk/Place/BikePoints_410,"Edgware Road Station, Marylebone",BikePoint,001058,2016-10-25T14:40:08.437Z,36,26,63,51.519968,-0.169774
BikePoints_411,https://api-neon.tfl.gov.uk/Place/BikePoints_411,"Walworth Road, Elephant & Castle",BikePoint,010629,2016-10-25T14:40:08.437Z,17,16,33,51.493372,-0.09968
BikePoints_412,https://api-neon.tfl.gov.uk/Place/BikePoints_412,"Cleaver Street, Kennington",BikePoint,010628,2016-10-25T14:50:09.387Z,9,8,17,51.488105,-0.110121
BikePoints_419,https://api-neon.tfl.gov.uk/Place/BikePoints_419,"Chelsea Bridge, Pimlico",BikePoint,022160,2016-10-25T14:40:08.437Z,2,12,15,51.485821,-0.149004
BikePoints_420,https://api-neon.tfl.gov.uk/Place/BikePoints_420,"Southwark Station 1, Southwark",BikePoint,022162,2016-10-25T15:00:12.38Z,20,17,37,51.504043,-0.105312
BikePoints_421,https://api-neon.tfl.gov.uk/Place/BikePoints_421,"Southwark Station 2, Southwark",BikePoint,022163,2016-10-25T14:40:08.437Z,14,30,45,51.504044,-0.104778
BikePoints_423,https://api-neon.tfl.gov.uk/Place/BikePoints_423,"Eaton Square (South), Belgravia",BikePoint,022164,2016-10-25T12:59:47.697Z,30,1,31,51.494561,-0.153933
BikePoints_424,https://api-neon.tfl.gov.uk/Place/BikePoints_424,"Ebury Bridge, Pimlico",BikePoint,022159,2016-10-25T15:00:12.38Z,16,12,29,51.490491,-0.149186
BikePoints_425,https://api-neon.tfl.gov.uk/Place/BikePoints_425,"Harrington Square 2, Camden Town",BikePoint,022181,2016-10-25T14:45:08.457Z,26,11,38,51.533379,-0.139159
BikePoints_426,https://api-neon.tfl.gov.uk/Place/BikePoints_426,"Vincent Street, Pimlico",BikePoint,022161,2016-10-25T14:55:10.127Z,11,4,17,51.493072,-0.129925
BikePoints_427,https://api-neon.tfl.gov.uk/Place/BikePoints_427,"Cheapside, Bank",BikePoint,022180,2016-10-25T15:00:12.38Z,30,10,43,51.51397,-0.09294
BikePoints_428,https://api-neon.tfl.gov.uk/Place/BikePoints_428,"Exhibition Road, Knightsbridge",BikePoint,022179,2016-10-25T15:00:12.38Z,16,3,20,51.499917,-0.174554
BikePoints_430,https://api-neon.tfl.gov.uk/Place/BikePoints_430,"South Parade, Chelsea",BikePoint,022182,2016-10-25T14:45:08.457Z,6,12,18,51.48902,-0.17524
BikePoints_431,https://api-neon.tfl.gov.uk/Place/BikePoints_431,"Crinan Street, King's Cross",BikePoint,022183,2016-10-25T14:05:02.94Z,20,0,20,51.534474,-0.122203
BikePoints_432,https://api-neon.tfl.gov.uk/Place/BikePoints_432,"Exhibition Road Museums, South Kensington",BikePoint,022158,2016-10-25T14:55:10.127Z,13,8,22,51.496957,-0.173894
BikePoints_433,https://api-neon.tfl.gov.uk/Place/BikePoints_433,"Wren Street, Holborn",BikePoint,022169,2016-10-25T13:44:58.347Z,5,28,33,51.524564,-0.116279
BikePoints_435,https://api-neon.tfl.gov.uk/Place/BikePoints_435,"Kennington Station, Kennington",BikePoint,022170,2016-10-25T14:40:08.437Z,9,14,23,51.488852,-0.105593
BikePoints_436,https://api-neon.tfl.gov.uk/Place/BikePoints_436,"Red Lion Street, Holborn",BikePoint,022171,2016-10-25T15:00:12.38Z,30,4,36,51.51824,-0.11655
BikePoints_437,https://api-neon.tfl.gov.uk/Place/BikePoints_437,"Vauxhall Walk, Vauxhall",BikePoint,200056,2016-10-25T14:40:08.437Z,17,10,27,51.488124,-0.120903
BikePoints_439,https://api-neon.tfl.gov.uk/Place/BikePoints_439,"Killick Street, King's Cross",BikePoint,200053,2016-10-25T14:15:04.707Z,7,15,22,51.5338,-0.118677
BikePoints_440,https://api-neon.tfl.gov.uk/Place/BikePoints_440,"Kennington Oval, Oval",BikePoint,200032,2016-10-25T14:30:06.073Z,11,22,33,51.483145,-0.113134
BikePoints_441,https://api-neon.tfl.gov.uk/Place/BikePoints_441,"Sail Street, Vauxhall",BikePoint,200039,2016-10-25T14:30:06.073Z,11,13,24,51.495656,-0.114605
BikePoints_442,https://api-neon.tfl.gov.uk/Place/BikePoints_442,"Walmer Road, Avondale",BikePoint,200035,2016-10-25T13:14:49.33Z,1,23,24,51.510101,-0.211358
BikePoints_443,https://api-neon.tfl.gov.uk/Place/BikePoints_443,"Philpot Street, Whitechapel",BikePoint,200033,2016-10-25T14:55:10.127Z,2,26,30,51.515256,-0.058641
BikePoints_444,https://api-neon.tfl.gov.uk/Place/BikePoints_444,"Bethnal Green Garden, Bethnal Green",BikePoint,200047,2016-10-25T14:45:08.457Z,6,18,24,51.52568,-0.055312
BikePoints_445,https://api-neon.tfl.gov.uk/Place/BikePoints_445,"Cheshire Street, Bethnal Green",BikePoint,200003,2016-10-25T14:45:08.457Z,2,22,27,51.52388,-0.065076
BikePoints_446,https://api-neon.tfl.gov.uk/Place/BikePoints_446,"York Hall, Bethnal Green",BikePoint,200042,2016-10-25T14:05:02.94Z,4,23,27,51.528936,-0.055894
BikePoints_447,https://api-neon.tfl.gov.uk/Place/BikePoints_447,"Jubilee Crescent, Cubitt Town",BikePoint,200054,2016-10-25T08:01:28.057Z,20,32,54,51.493381,-0.007542
BikePoints_448,https://api-neon.tfl.gov.uk/Place/BikePoints_448,"Fisherman's Walk West, Canary Wharf",BikePoint,022165,2016-10-25T14:45:08.457Z,31,4,36,51.50623,-0.02296
BikePoints_449,https://api-neon.tfl.gov.uk/Place/BikePoints_449,"Shadwell Station, Shadwell",BikePoint,200020,2016-10-25T14:05:02.94Z,15,17,35,51.511088,-0.057159
BikePoints_450,https://api-neon.tfl.gov.uk/Place/BikePoints_450,"Jubilee Street, Stepney",BikePoint,200002,2016-10-25T14:55:10.127Z,0,28,28,51.515975,-0.053177
BikePoints_451,https://api-neon.tfl.gov.uk/Place/BikePoints_451,"Hermitage Court, Wapping",BikePoint,200021,2016-10-25T11:59:37.42Z,1,15,16,51.504719,-0.063531
BikePoints_452,https://api-neon.tfl.gov.uk/Place/BikePoints_452,"St. Katharine's Way, Tower",BikePoint,200049,2016-10-25T13:44:58.347Z,8,15,24,51.505697,-0.070542
BikePoints_453,https://api-neon.tfl.gov.uk/Place/BikePoints_453,"Garnet Street, Shadwell",BikePoint,200045,2016-10-25T15:00:12.38Z,4,20,24,51.508447,-0.055167
BikePoints_454,https://api-neon.tfl.gov.uk/Place/BikePoints_454,"Napier Avenue, Millwall",BikePoint,200046,2016-10-25T14:45:08.457Z,3,17,20,51.487679,-0.021582
BikePoints_455,https://api-neon.tfl.gov.uk/Place/BikePoints_455,"East Ferry Road, Cubitt Town",BikePoint,200031,2016-10-25T11:19:31.53Z,12,5,17,51.49447,-0.014409
BikePoints_456,https://api-neon.tfl.gov.uk/Place/BikePoints_456,"Parkway, Camden Town",BikePoint,200118,2016-10-25T15:00:12.38Z,26,6,33,51.538071,-0.144664
BikePoints_457,https://api-neon.tfl.gov.uk/Place/BikePoints_457,"Castlehaven Road, Camden Town",BikePoint,200016,2016-10-25T14:55:10.127Z,9,19,29,51.542138,-0.145393
BikePoints_458,https://api-neon.tfl.gov.uk/Place/BikePoints_458,"Wapping Lane, Wapping",BikePoint,200034,2016-10-25T14:40:08.437Z,1,27,28,51.504749,-0.057544
BikePoints_459,https://api-neon.tfl.gov.uk/Place/BikePoints_459,"Gunmakers Lane, Old Ford",BikePoint,200014,2016-10-25T14:45:08.457Z,0,15,17,51.535179,-0.03338
BikePoints_460,https://api-neon.tfl.gov.uk/Place/BikePoints_460,"Burdett Road, Mile End",BikePoint,200123,2016-10-25T15:00:12.38Z,1,30,33,51.516196,-0.029138
BikePoints_461,https://api-neon.tfl.gov.uk/Place/BikePoints_461,"Aston Street, Stepney",BikePoint,200013,2016-10-25T13:55:00.73Z,1,25,26,51.516,-0.038775
BikePoints_462,https://api-neon.tfl.gov.uk/Place/BikePoints_462,"Bonny Street, Camden Town",BikePoint,200105,2016-10-25T14:40:08.437Z,23,21,45,51.541603,-0.138853
BikePoints_463,https://api-neon.tfl.gov.uk/Place/BikePoints_463,"Thurtle Road, Haggerston",BikePoint,200093,2016-10-25T13:14:49.33Z,2,20,22,51.534776,-0.071881
BikePoints_464,https://api-neon.tfl.gov.uk/Place/BikePoints_464,"St. Mary & St. Michael Church, Stepney",BikePoint,200082,2016-10-25T13:34:56.47Z,16,9,25,51.51417,-0.052099
BikePoints_465,https://api-neon.tfl.gov.uk/Place/BikePoints_465,"Pitfield Street North,Hoxton",BikePoint,200152,2016-10-25T14:55:10.127Z,12,15,28,51.53558,-0.08249
BikePoints_466,https://api-neon.tfl.gov.uk/Place/BikePoints_466,"Whiston Road, Haggerston",BikePoint,200158,2016-10-25T12:39:44.157Z,19,1,21,51.534464,-0.076341
BikePoints_467,https://api-neon.tfl.gov.uk/Place/BikePoints_467,"Southern Grove, Bow",BikePoint,200168,2016-10-25T13:19:51.607Z,0,16,17,51.523538,-0.030556
BikePoints_468,https://api-neon.tfl.gov.uk/Place/BikePoints_468,"Cantrell Road, Bow",BikePoint,200150,2016-10-25T09:56:47.343Z,0,24,24,51.521564,-0.022694
BikePoints_469,https://api-neon.tfl.gov.uk/Place/BikePoints_469,"Lindfield Street, Poplar",BikePoint,022178,2016-10-25T13:55:00.73Z,2,41,44,51.513757,-0.020467
BikePoints_470,https://api-neon.tfl.gov.uk/Place/BikePoints_470,"Mostyn Grove, Bow",BikePoint,200174,2016-10-25T14:50:09.387Z,1,45,46,51.530535,-0.025492
BikePoints_471,https://api-neon.tfl.gov.uk/Place/BikePoints_471,"Hewison Street, Old Ford",BikePoint,200006,2016-10-25T14:30:06.073Z,3,16,19,51.533283,-0.028155
BikePoints_472,https://api-neon.tfl.gov.uk/Place/BikePoints_472,"Malmesbury Road, Bow",BikePoint,200019,2016-10-25T15:00:12.38Z,7,13,21,51.529452,-0.027616
BikePoints_473,https://api-neon.tfl.gov.uk/Place/BikePoints_473,"Millharbour, Millwall",BikePoint,022167,2016-10-25T08:36:38.723Z,0,19,19,51.496137,-0.019355
BikePoints_474,https://api-neon.tfl.gov.uk/Place/BikePoints_474,"Castalia Square, Cubitt Town",BikePoint,200155,2016-10-24T21:02:58.45Z,27,12,39,51.498125,-0.011457
BikePoints_475,https://api-neon.tfl.gov.uk/Place/BikePoints_475,"Lightermans Road, Millwall",BikePoint,200004,2016-10-25T14:40:08.437Z,1,55,57,51.499041,-0.020157
